user.id,submissions,chores,communicate,extra,grooming,homework,meals,purchases,read,school,sleep,social_media,socialize,spiritual,sports,television,travel,videogames,work
ids-1,9,45.77777777777778,2.2222222222222223,2.4444444444444446,25.444444444444443,8.333333333333334,122.55555555555556,1.6666666666666667,4.444444444444445,136.77777777777777,451,107.77777777777777,22.11111111111111,26.11111111111111,90,59.666666666666664,35.22222222222222,115.55555555555556,52.22222222222222
ids-10,1,0,300,0,0,0,90,0,0,330,420,200,200,0,0,60,0,60,0
ids-12,4,120,15,0,32.5,0,41.25,0,10,285,510,307.5,67.5,0,0,205,0,61.5,0
ids-13,10,0,2.5,6,20,58.5,107.5,0,0,336,481,185.5,0,0,81,0,6,147,0
ids-14,9,21.11111111111111,68.33333333333333,20.77777777777778,44.666666666666664,42.22222222222222,43.55555555555556,15,8.444444444444445,200,360,97.77777777777777,54.666666666666664,54.44444444444444,4.444444444444445,30,28.11111111111111,120,106.66666666666667
ids-16,5,57,0,0,28,0,55,0,101,11,179,154.2,441,0,0,33,2,24,0
ids-17,3,15,50,0,20,0,40,23.333333333333332,0,106.66666666666667,610,51.666666666666664,26.666666666666668,0,0,30,58.333333333333336,210,0
ids-18,4,40,115,51.25,43.75,16.25,15,0,0,68.75,210,101.25,132.5,0,0,45,42.5,70,0
ids-19,2,0,0,0,0,0,80,0,0,369,340,0,0,0,50,45,0,30,0
ids-2,8,0,23,0,24,7.5,18.625,0,0,317.25,459.375,184.125,156.375,0,0,14.375,35.25,138.375,46.25
ids-20,9,15,0,16.666666666666668,106.66666666666667,13.88888888888889,75.55555555555556,2.2222222222222223,0,200,626.6666666666666,178.88888888888889,95.55555555555556,0,0,82.11111111111111,0,11.666666666666666,0
ids-21,9,24.444444444444443,0,0,59.44444444444444,1.1111111111111112,32.77777777777778,52.22222222222222,0,42.22222222222222,190.55555555555554,65,97.22222222222223,0,15.555555555555555,62.77777777777778,0,0,111.66666666666667
ids-22,7,0,20,0,8.285714285714286,34.285714285714285,17.285714285714285,0,0,240,355.7142857142857,154.28571428571428,0,0,0,0,91.14285714285714,0,0
ids-23,6,47.5,0,45,60,15,55,0,0,230,592.5,10,62.5,0,0,15,117.5,0,190
ids-25,2,30,0,142.5,0,60,87.5,10,0,180,497.5,70,0,0,35,0,72.5,45,210
ids-27,1,0,0,0,0,0,0,0,30,420,0,180,0,0,0,0,0,0,480
ids-29,8,2.5,1.875,0,0,3.75,40,1.25,0,430,427.5,47.5,7.5,0,15,0,2.5,225,168.75
ids-3,6,9.166666666666666,25.833333333333332,0,20.333333333333332,31.666666666666668,18,0,0,36.666666666666664,424.3333333333333,30,30,0,0,12.5,0,0,0
ids-31,8,45.75,53.75,0,63.75,78.125,35,45,13.75,262.5,450,90,65.625,0,58.125,63.75,26.25,76.25,0
ids-32,1,0,0,0,90,0,100,0,0,420,420,80,120,0,0,0,30,180,0
ids-33,8,17.5,0,0,22.5,26.25,23.125,4.375,0,337.625,465,29.375,129.25,0,0,68.75,3.125,252.5,55
ids-35,3,5,138.33333333333334,20,15,5,44.666666666666664,0,43.666666666666664,480,450,27.666666666666668,5,0,0,0,70.66666666666667,171.66666666666666,0
ids-5,2,0,0,0,0,60,0,0,0,250,540,60,0,0,60,0,0,0,0
ids-8,1,0,110,20,40,0,85,60,180,0,390,85,20,0,0,0,30,0,420
