curie,label,retrieved_at
geonames:3371123/,,2025-10-19T08:07:16.032993
geonames:3411923/,,2025-10-19T08:07:16.033436
geonames:2673730/,,2025-10-19T08:07:16.033853
geonames:1642188/,,2025-10-19T08:07:16.034785
geonames:1545739/,,2025-10-19T08:07:16.041136
geonames:2593778/,,2025-10-19T08:07:16.045405
geonames:2960848/,,2025-10-19T08:07:16.048526
geonames:2363254/,,2025-10-19T08:07:16.049009
geonames:4036621/,,2025-10-19T08:07:16.051428
geonames:4036776/,,2025-10-19T08:07:16.055515
geonames:2363247/,,2025-10-19T08:07:16.057497
