START,,,,,,
6,7,,,,,
0.075,0.125,0.175,0.225,0.275,0.325,
0,0.05,0.1,0.15,0.2,0.25,0.3
1.009,1.039,1.084,1.141,1.236,1.364,
1.011,1.044,1.09,1.157,1.266,1.406,
1.013,1.049,1.103,1.18,1.308,1.472,
1.017,1.057,1.124,1.218,1.371,1.586,
1.024,1.073,1.155,1.275,1.451,1.7,
1.035,1.097,1.192,1.348,1.59,1.8,
1.054,1.132,1.235,1.44,1.58,2.0,
END,,,,,,
START,,,,,,
6,7,,,,,
0.075,0.125,0.175,0.225,0.275,0.325,
0,0.05,0.1,0.15,0.2,0.25,0.3
1.009,1.037,1.082,1.14,1.235,1.364,
1.01,1.036,1.082,1.137,1.236,1.362,
1.012,1.036,1.087,1.144,1.245,1.372,
1.012,1.042,1.096,1.161,1.265,1.392,
1.015,1.055,1.114,1.193,1.291,1.39,
1.023,1.076,1.141,1.237,1.315,1.41,
1.035,1.102,1.177,1.298,1.4,1.415,
END,,,,,,
START,,,,,,,
4,8,,,,,,
0.05,0.15,0.25,0.35,,,,
0,0.05,0.1,0.15,0.2,0.25,0.3,0.35
0.063 ,0.158 ,0.287 ,0.396 ,,,,
0.165 ,0.262 ,0.380 ,0.508 ,,,,
0.266 ,0.365 ,0.481 ,0.628 ,,,,
0.369 ,0.475 ,0.593 ,0.762 ,,,,
0.477 ,0.586 ,0.717 ,0.901 ,,,,
0.576 ,0.706 ,0.847 ,1.108,,,,
0.677 ,0.837 ,0.992 ,1.15,,,,
0.777 ,0.977 ,1.1,1.35,,,,
END,,,,,,,
START,,,,,,,
4,8,,,,,,
0.05,0.15,0.25,0.35,,,,
0,0.05,0.1,0.15,0.2,0.25,0.3,0.35
-0.036 ,-0.146 ,-0.247 ,-0.377 ,,,,
0.059 ,-0.044 ,-0.148 ,-0.272 ,,,,
0.160 ,0.055 ,-0.044 ,-0.168 ,,,,
0.260 ,0.165 ,0.063 ,-0.059 ,,,,
0.357 ,0.268 ,0.179 ,0.061 ,,,,
0.466 ,0.384 ,0.295 ,0.185 ,,,,
0.572 ,0.510 ,0.419 ,0.320 ,,,,
0.682 ,0.617 ,0.543 ,0.452 ,,,,
END,,,,,,,
