START,,,,,,,,,,
5,11,,,,,,,,,
5 ,10 ,20 ,50 ,100 ,,,,,,
0.5,1,2,3,4,5,7.5,10,12.5,15,25
1.003 ,1.017 ,1.025 ,1.020 ,0.989 ,,,,,,
1.017 ,0.999 ,0.997 ,0.999 ,0.990 ,,,,,,
1.233 ,1.097 ,1.029 ,0.997 ,0.990 ,,,,,,
1.569 ,1.284 ,1.120 ,1.023 ,0.995 ,,,,,,
1.966 ,1.525 ,1.251 ,1.071 ,1.013 ,,,,,,
2.396 ,1.801 ,1.412 ,1.138 ,1.042 ,,,,,,
3.538 ,2.578 ,1.895 ,1.366 ,1.156 ,,,,,,
4.700 ,3.421 ,2.448 ,1.652 ,1.313 ,,,,,,
5.826 ,4.294 ,3.040 ,1.975 ,1.501 ,,,,,,
6.873 ,5.175 ,3.656 ,2.323 ,1.711 ,,,,,,
9.656 ,8.584 ,6.203 ,3.852 ,2.681 ,,,,,,
END,,,,,,,,,,
START,,,,,,,,,,
5,11,,,,,,,,,
5 ,10 ,20 ,50 ,100 ,,,,,,
0.5,1,2,3,4,5,7.5,10,12.5,15,25
0.099 ,0.095 ,0.094 ,0.093 ,0.089 ,,,,,,
0.155 ,0.132 ,0.121 ,0.116 ,0.140 ,,,,,,
0.316 ,0.225 ,0.175 ,0.147 ,0.140 ,,,,,,
0.520 ,0.347 ,0.244 ,0.179 ,0.158 ,,,,,,
0.747 ,0.491 ,0.328 ,0.217 ,0.178 ,,,,,,
0.987 ,0.649 ,0.424 ,0.262 ,0.202 ,,,,,,
1.605 ,1.076 ,0.699 ,0.401 ,0.278 ,,,,,,
2.221 ,1.528 ,1.001 ,0.565 ,0.373 ,,,,,,
2.812 ,1.988 ,1.319 ,0.744 ,0.482 ,,,,,,
3.360 ,2.448 ,1.645 ,0.934 ,0.600 ,,,,,,
4.812 ,4.209 ,2.971 ,1.746 ,1.129 ,,,,,,
END,,,,,,,,,,
START,,,,,,,,,,
5,11,,,,,,,,,
5 ,10 ,20 ,50 ,100 ,,,,,,
0.5,1,2,3,4,5,7.5,10,12.5,15,25
0.004 ,-0.001 ,-0.003 ,-0.003 ,-0.002 ,,,,,,
0.036 ,0.016 ,0.006 ,0.001 ,0.000 ,,,,,,
0.146 ,0.077 ,0.038 ,0.016 ,0.009 ,,,,,,
0.288 ,0.161 ,0.085 ,0.036 ,0.020 ,,,,,,
0.445 ,0.261 ,0.144 ,0.063 ,0.034 ,,,,,,
0.610 ,0.370 ,0.211 ,0.094 ,0.050 ,,,,,,
1.033 ,0.665 ,0.401 ,0.191 ,0.103 ,,,,,,
1.454 ,0.973 ,0.609 ,0.305 ,0.170 ,,,,,,
1.856 ,1.286 ,0.826 ,0.429 ,0.245 ,,,,,,
2.227 ,1.599 ,1.048 ,0.559 ,0.328 ,,,,,,
3.213 ,2.788 ,1.947 ,1.114 ,0.692 ,,,,,,
END,,,,,,,,,,
START,,,,,,,,,,
5,11,,,,,,,,,
5 ,10 ,20 ,50 ,100 ,,,,,,
0.5,1,2,3,4,5,7.5,10,12.5,15,25
-0.022 ,-0.028 ,-0.029 ,-0.029 ,-0.026 ,,,,,,
-0.001 ,-0.019 ,-0.041 ,-0.035 ,-0.034 ,,,,,,
0.082 ,0.026 ,-0.005 ,-0.024 ,-0.030 ,,,,,,
0.190 ,0.091 ,0.031 ,-0.009 ,-0.022 ,,,,,,
0.311 ,0.168 ,0.076 ,0.011 ,-0.012 ,,,,,,
0.437 ,0.251 ,0.127 ,0.036 ,0.001 ,,,,,,
0.759 ,0.476 ,0.272 ,0.110 ,0.041 ,,,,,,
1.079 ,0.710 ,0.431 ,0.197 ,0.092 ,,,,,,
1.384 ,0.948 ,0.596 ,0.292 ,0.151 ,,,,,,
1.665 ,1.185 ,0.765 ,0.392 ,0.214 ,,,,,,
2.412 ,2.083 ,1.445 ,0.813 ,0.492 ,,,,,,
END,,,,,,,,,,
START,,,,,,,,,,
5,11,,,,,,,,,
5 ,10 ,20 ,50 ,100 ,,,,,,
0.5,1,2,3,4,5,7.5,10,12.5,15,25
-0.022 ,-0.038 ,-0.038 ,-0.037 ,-0.034 ,,,,,,
-0.016 ,-0.033 ,-0.037 ,-0.047 ,-0.045 ,,,,,,
0.051 ,0.005 ,-0.022 ,-0.038 ,-0.037 ,,,,,,
0.139 ,0.057 ,0.007 ,-0.027 ,-0.039 ,,,,,,
0.236 ,0.119 ,0.043 ,-0.010 ,-0.041 ,,,,,,
0.338 ,0.187 ,0.085 ,0.010 ,-0.019 ,,,,,,
0.599 ,0.368 ,0.203 ,0.070 ,0.014 ,,,,,,
0.857 ,0.558 ,0.331 ,0.141 ,0.055 ,,,,,,
1.103 ,0.749 ,0.465 ,0.218 ,0.103 ,,,,,,
1.330 ,0.940 ,0.601 ,0.298 ,0.154 ,,,,,,
1.931 ,1.663 ,1.148 ,0.639 ,0.380 ,,,,,,
END,,,,,,,,,,
START,,,,,,,,,,
5,11,,,,,,,,,
5 ,10 ,20 ,50 ,100 ,,,,,,
0.5,1,2,3,4,5,7.5,10,12.5,15,25
1.159 ,1.111 ,1.080 ,1.045 ,1.003 ,,,,,,
1.276 ,1.176 ,1.110 ,1.057 ,1.024 ,,,,,,
1.595 ,1.397 ,1.250 ,1.128 ,1.073 ,,,,,,
1.919 ,1.649 ,1.425 ,1.224 ,1.131 ,,,,,,
2.211 ,1.900 ,1.612 ,1.335 ,1.200 ,,,,,,
2.464 ,2.138 ,1.801 ,1.453 ,1.276 ,,,,,,
2.938 ,2.647 ,2.249 ,1.762 ,1.486 ,,,,,,
