START,,,,,,,,,,,,,,,,
5,17,,,,,,,,,,,,,,,
5,10,20,50,100,,,,,,,,,,,,
0.003,0.005,0.0075,0.0125,0.015,0.025,0.03,0.05,0.1,0.15,0.12,0.25,0.3,0.35,0.4,0.45,0.5
0.933,0.933,0.933,0.933,0.933,,,,,,,,,,,,
1.006,1.006,1.006,1.006,1.006,,,,,,,,,,,,
1.026,1.026,1.026,949,0.949,,,,,,,,,,,,
1.046,1.046,1.046,1.046,1.046,,,,,,,,,,,,
1.013,1.013,0.986,0.932,0.932,,,,,,,,,,,,
0.944,0.944,0.944,0.944,0.944,,,,,,,,,,,,
0.991,0.972,0.952,0,0.967,,,,,,,,,,,,
0.967,0.958,0.958,1.018,1.159,,,,,,,,,,,,
1.001,1.052,1.159,1.465,1.827,,,,,,,,,,,,
1.136,1.276,1.503,1.983,2.348,,,,,,,,,,,,
1.354,1.583,1.9,2.452,2.788,,,,,,,,,,,,
1.644,1.953,2.332,2.926,3.291,,,,,,,,,,,,
2.009,2.385,2.805,3.435,3.833,,,,,,,,,,,,
2.461,2.9,3.369,4.079,4.548,,,,,,,,,,,,
3.028,3.527,4.052,4.856,5.39,,,,,,,,,,,,
3.757,4.328,4.944,5.91,6.62,,,,,,,,,,,,
4.719,5.377,6.104,7.27,8.185,,,,,,,,,,,,
END,,,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,,,
5,17,,,,,,,,,,,,,,,
5,10,20,50,100,,,,,,,,,,,,
0.003,0.005,0.0075,0.0125,0.015,0.025,0.03,0.05,0.1,0.15,0.12,0.25,0.3,0.35,0.4,0.45,0.5
0.107,0.107,0.107,0.107,0.107,,,,,,,,,,,,
0.113,0.113,0.113,0.113,0.113,,,,,,,,,,,,
0.095,0.095,0.095,0.147,0.147,,,,,,,,,,,,
0.165,0.165,0.165,0.165,0.165,,,,,,,,,,,,
0.096,0.096,0.121,0.193,0.193,,,,,,,,,,,,
0.178,0.178,0.178,0.178,0.178,,,,,,,,,,,,
0.098,0.128,0.155,0.278,0.278,,,,,,,,,,,,
0.131,0.167,0.206,0.28,0.427,,,,,,,,,,,,
0.227,0.295,0.39,0.586,0.814,,,,,,,,,,,,
0.352,0.461,0.607,0.88,1.099,,,,,,,,,,,,
0.503,0.649,0.831,1.131,1.328,,,,,,,,,,,,
0.681,0.858,1.063,1.38,1.587,,,,,,,,,,,,
0.889,1.091,1.312,1.643,1.862,,,,,,,,,,,,
1.137,1.363,1.605,1.973,2.224,,,,,,,,,,,,
1.442,1.69,1.955,2.367,2.645,,,,,,,,,,,,
1.828,2.105,2.411,2.899,3.262,,,,,,,,,,,,
2.334,2.644,3,3.582,4.037,,,,,,,,,,,,
END,,,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,,,
5,17,,,,,,,,,,,,,,,
5,10,20,50,100,,,,,,,,,,,,
0.003,0.005,0.0075,0.0125,0.015,0.025,0.03,0.05,0.1,0.15,0.12,0.25,0.3,0.35,0.4,0.45,0.5
0.004,0.004,0.004,0.004,0.004,,,,,,,,,,,,
0,0,0,0,0,,,,,,,,,,,,
-0.003,-0.003,-0.003,0.02,0.02,,,,,,,,,,,,
0.019,0.019,0.019,0.019,0.019,,,,,,,,,,,,
-0.002,-0.002,0.005,0.06,0.06,,,,,,,,,,,,
0.037,0.037,0.037,0.037,0.037,,,,,,,,,,,,
0.002,0.013,0.027,0.133,0.133,,,,,,,,,,,,
0.022,0.043,0.069,0.119,0.247,,,,,,,,,,,,
0.096,0.145,0.213,0.349,0.518,,,,,,,,,,,,
0.192,0.269,0.37,0.556,0.715,,,,,,,,,,,,
0.304,0.403,0.526,0.729,0.87,,,,,,,,,,,,
0.43,0.548,0.685,0.898,1.045,,,,,,,,,,,,
0.575,0.708,0.854,1.076,1.229,,,,,,,,,,,,
0.747,0.894,1.052,1.298,1.471,,,,,,,,,,,,
0.956,1.115,1.289,1.562,1.751,,,,,,,,,,,,
1.219,1.396,1.595,1.919,2.163,,,,,,,,,,,,
