YTID,start_seconds
-6HGsGSiC64,0.0
-7TpSmofVDo,30.0
-MY6rcWY_S0,130.0
-TTibxLuqQo,32.0
-zBwP1FRPi8,24.0
0AnxOy9y0cU,30.0
0F87ERBM2RI,130.0
0GZTtQG4ijI,110.0
0Pqqom83mgE,250.0
183jvGPdcpo,50.0
19vv-oL7w5c,0.0
2PwUvDx7XwM,30.0
2X_1mwKET5s,30.0
2Xu7G_5dcHU,120.0
2jwkXA8aY9c,30.0
41NHiifyW-M,0.0
44EP9_jiZS0,50.0
4CCeMiS0RIw,21.0
4G43BFasXP8,350.0
4GGWDYT_vYM,0.0
4eNQE_XLilM,380.0
4tyGWo--YEM,30.0
5BZAJuIqqSI,24.0
5aULKme9f3o,90.0
5oktN4INwhg,30.0
6B9uY76NUOs,0.0
6gQBSm4yCqA,30.0
7PR8UqgOplw,0.0
9Kk-mmS9Of0,30.0
9L5s6WTVeRE,9.0
9dAgaXnseC4,80.0
AXVKI6XyxHk,30.0
ChDKSOopmUs,30.0
DmVy9y956Dk,30.0
FmdU8Kawmq8,30.0
GdwB-yLmuFo,80.0
HOvkaNKSHwk,19.0
HeS6w7oo_aM,30.0
Ime8nglc6sA,20.0
Kt2R_CAylNE,0.0
M-uIX3g1WOc,0.0
N59VfnUeqXs,450.0
NVKUC45RC9s,160.0
NrZKqbYWTz8,30.0
OIT-zwMfa2w,240.0
TwLHvm1hv8M,420.0
TxmcI9FVa-A,280.0
U4ax1QVGpgM,30.0
VEKmIQVa224,530.0
Zrg612a5YZg,220.0
b-KUo2UH1Lo,180.0
bKVd6dQ-GaA,430.0
bu_5NagWAaE,110.0
cUuqzEcLGAA,290.0
dtEIkbL8l5A,160.0
eaNj43bRZy0,60.0
exVqXYXjuFU,150.0
fo5FqnIynic,40.0
gogxLQDxSaw,30.0
hFgWZmFG9c0,40.0
