YTID,start_seconds
--12UOziMF0,30.0
-0B_CYyG5Dg,30.0
-4LGMEr9FtY,30.0
-6Krp3T1RHI,20.0
-7naGvL3yig,30.0
-9qnN5kQGdM,30.0
-DwFrWT2cfc,30.0
-EQkTjbsn8A,30.0
-Em0vy_y_MQ,15.0
-EnGyk2Yv1o,30.0
-EtIYMs01ZM,140.0
-FixUgC81vA,30.0
-G69HG5BGNo,30.0
-GBL0VD7oaA,30.0
-HtZjUwPiJw,30.0
-HyiQrHcAzk,30.0
-MOtgCsHoEc,30.0
-Mn3laA2KZc,30.0
-MvD-ympiyg,10.0
-OdKVv0kDE8,30.0
-QU_xNhKNfU,30.0
-SDCJ8DJoHY,30.0
-SlV4cr4bBc,5.0
-TzblK9TCn8,280.0
-W5mzADl_Pc,30.0
-XELlOo7qS0,30.0
-cuoF4rgpvU,10.0
-dAVL_d1aYE,30.0
-fpJKJKzIpY,29.0
-n33_0aW-7M,50.0
-nTF4wxY8BI,30.0
-oCvKMvJ2NE,26.0
-pdWqchaSC4,17.0
-rEmLiHly3I,40.0
-rfq0W7kXjM,30.0
-tJL5KMfj9M,18.0
-tbkxsN7W0U,30.0
-vl4ylp0Mmo,30.0
-x-tXH2SRa4,0.0
-xwZO-YrF3k,30.0
-y3y0OFMlxQ,30.0
0-9IecOIbNQ,13.0
00MdqtIg5JI,30.0
02g6HF9ff7E,30.0
03BGDAIZoTw,30.0
03a9whZc6MU,3.0
05PNoFpDy5g,30.0
0661JcDT0SM,30.0
06fHKilSizI,10.0
08DuwpcAO5I,20.0
09cYf77IoE0,30.0
0A_qla2lXzg,30.0
0CwxSbbjZ2k,30.0
0E3PUjLZT_k,30.0
0EXn7_GlI7E,30.0
0FebO4NxogA,30.0
0GXoPfPDWB0,2.0
0Gw06nSo3y4,30.0
0HCbpcDQwS8,30.0
0HSQwH6FdGM,17.0
0Imm_p935cU,30.0
0JqKaXXlU8s,30.0
0LLLqwaJX88,30.0
0LPr_13ahQk,30.0
0P3HGc-ZnKE,50.0
0PHAKKe9MKk,30.0
0PTjdHHxjaU,19.0
0QR-rSpwp4A,28.0
0S8pusCoG7o,30.0
0SwXw0UO_1Q,30.0
0Urb2DFAMVg,130.0
0Uy4iceBgic,30.0
0W0GuM0lGNU,15.0
0YEMQZY4BWk,18.0
0YJUwxTyugg,30.0
0YKElKzZJ_4,30.0
0YjAGDvWGFU,30.0
0am67zL2bgg,30.0
0amFS4IJynY,30.0
0bzSR2cXt0w,170.0
0c-mIVbwfbc,30.0
0dXX4GBtrTA,30.0
0e8g6dq8sOI,30.0
0fE0stK4T_U,30.0
0gp18HfxLKI,30.0
0iS0XXwn98I,24.0
0icWc4BAsMU,18.0
0jj6Hi0qtKg,30.0
0jrB_P6NmEM,30.0
0p0pxxE6uUg,1.0
0pvE3i62kUg,30.0
0q1GkkPgRlE,15.0
0qyk9At8KEw,90.0
0rA2_RSLLQs,30.0
0sWndRSpIUM,20.0
0sibNstEDNA,11.0
0tlo11iExNo,30.0
