curie,label,retrieved_at
CHEBI:15422,ATP,2025-10-19T07:20:41.264260
CHEBI:16761,ADP,2025-10-19T07:20:41.267251
CHEBI:16027,adenosine 5'-monophosphate,2025-10-19T07:20:41.268920
CHEBI:15996,GTP,2025-10-19T07:20:41.269584
CHEBI:17552,GDP,2025-10-19T07:20:41.270854
CHEBI:15846,NAD(+),2025-10-19T07:20:41.271490
CHEBI:16908,NADH,2025-10-19T07:20:41.272168
CHEBI:18009,NADP(+),2025-10-19T07:20:41.272774
CHEBI:16474,NADPH,2025-10-19T07:20:41.273429
CHEBI:16238,FAD,2025-10-19T07:20:41.273984
CHEBI:17877,FADH2,2025-10-19T07:20:41.274407
CHEBI:15346,coenzyme A,2025-10-19T07:20:41.275101
CHEBI:15351,acetyl-CoA,2025-10-19T07:20:41.275700
CHEBI:16708,adenine,2025-10-19T07:20:43.652261
CHEBI:16040,cytosine,2025-10-19T07:20:43.668659
CHEBI:16235,guanine,2025-10-19T07:20:43.669699
CHEBI:17821,thymine,2025-10-19T07:20:43.670178
CHEBI:17568,uracil,2025-10-19T07:20:43.689979
CHEBI:16449,alanine,2025-10-19T07:20:43.690717
CHEBI:17561,L-cysteine,2025-10-19T07:20:43.691290
CHEBI:17053,L-aspartic acid,2025-10-19T07:20:43.691901
CHEBI:16015,L-glutamic acid,2025-10-19T07:20:43.713320
CHEBI:17295,L-phenylalanine,2025-10-19T07:20:43.714330
CHEBI:15428,glycine,2025-10-19T07:20:43.715848
CHEBI:15971,L-histidine,2025-10-19T07:20:43.716647
CHEBI:17191,L-isoleucine,2025-10-19T07:20:43.718383
CHEBI:18019,L-lysine,2025-10-19T07:20:43.737359
CHEBI:15603,L-leucine,2025-10-19T07:20:43.738016
CHEBI:16643,L-methionine,2025-10-19T07:20:43.738410
CHEBI:17196,L-asparagine,2025-10-19T07:20:43.738887
CHEBI:17203,L-proline,2025-10-19T07:20:43.739406
CHEBI:18050,L-glutamine,2025-10-19T07:20:43.739961
CHEBI:16467,L-arginine,2025-10-19T07:20:43.740377
CHEBI:17115,L-serine,2025-10-19T07:20:43.740895
CHEBI:16857,L-threonine,2025-10-19T07:20:43.741366
CHEBI:16414,L-valine,2025-10-19T07:20:43.741907
CHEBI:16828,L-tryptophan,2025-10-19T07:20:43.742347
CHEBI:17895,L-tyrosine,2025-10-19T07:20:43.742792
CHEBI:16633,L-selenocysteine,2025-10-19T07:20:43.743356
CHEBI:21786,,2025-10-19T07:20:43.744034
CHEBI:27551,5-methylcytosine,2025-10-19T07:20:43.744763
CHEBI:21891,N(6)-methyladenosine,2025-10-19T07:20:43.745406
CHEBI:17802,pseudouridine,2025-10-19T07:20:43.745957
CHEBI:17596,inosine,2025-10-19T07:20:43.746379
CHEBI:23774,dihydrouridine,2025-10-19T07:20:43.746805
CHEBI:20794,7-methylguanosine,2025-10-19T07:20:43.747393
CHEBI:76792,5-(hydroxymethyl)cytosine,2025-10-19T07:20:43.748098
CHEBI:44605,8-oxoguanine,2025-10-19T07:20:43.748734
CHEBI:16991,deoxyribonucleic acid,2025-10-19T07:20:44.014572
CHEBI:33697,ribonucleic acid,2025-10-19T07:20:44.015715
CHEBI:17234,glucose,2025-10-19T07:20:44.040899
CHEBI:17992,sucrose,2025-10-19T07:20:44.041296
CHEBI:17754,glycerol,2025-10-19T07:20:44.041778
CHEBI:83163,molasses,2025-10-19T07:20:44.042340
CHEBI:17790,methanol,2025-10-19T07:20:44.046137
