curie,label,retrieved_at
EDAM:3673,,2025-10-19T07:17:16.984015
EDAM:3676,,2025-10-19T07:17:16.984817
EDAM:3170,,2025-10-19T07:17:16.985036
EDAM:3837,,2025-10-19T07:17:16.985221
EDAM:4028,,2025-10-19T07:17:16.985392
EDAM:3169,,2025-10-19T07:17:16.985557
EDAM:1929,,2025-10-19T07:17:16.985744
EDAM:format_1930xxxJUNK,,2025-10-19T07:17:16.986318
EDAM:2573,,2025-10-19T07:17:16.986567
EDAM:2572,,2025-10-19T07:17:16.986820
EDAM:3016,,2025-10-19T07:17:16.987035
EDAM:3020,,2025-10-19T07:17:16.987219
EDAM:3284,,2025-10-19T07:17:16.987401
EDAM:format_1930,FASTQ,2025-10-19T07:17:30.346205
EDAM:format_3579,JPG,2025-10-19T07:20:45.414385
EDAM:format_3603,PNG,2025-10-19T07:20:45.414975
EDAM:format_3467,GIF,2025-10-19T07:20:45.415378
EDAM:format_3592,BMP,2025-10-19T07:20:45.415598
EDAM:format_3591,TIFF,2025-10-19T07:20:45.415786
EDAM:format_3604,SVG,2025-10-19T07:20:45.415965
EDAM:format_3508,PDF,2025-10-19T07:20:45.416157
EDAM:format_1964,plain text format (unformatted),2025-10-19T07:20:45.416531
EDAM:format_3817,latex,2025-10-19T07:20:45.416965
EDAM:format_2331,HTML,2025-10-19T07:20:45.417319
EDAM:format_2332,XML,2025-10-19T07:20:45.417523
EDAM:format_3464,JSON,2025-10-19T07:20:45.417728
EDAM:format_3752,CSV,2025-10-19T07:20:45.418046
EDAM:format_3475,TSV,2025-10-19T07:20:45.418233
EDAM:format_3750,YAML,2025-10-19T07:20:45.418409
EDAM:format_3590,HDF5,2025-10-19T07:20:45.418578
EDAM:format_3650,NetCDF,2025-10-19T07:20:45.418793
EDAM:3678,,2025-10-19T07:20:50.647670
EDAM:topic_3673,Whole genome sequencing,2025-10-19T07:26:22.830242
EDAM:topic_3676,Exome sequencing,2025-10-19T07:26:22.832973
EDAM:topic_3170,RNA-Seq,2025-10-19T07:26:22.841295
EDAM:topic_3837,Metagenomic sequencing,2025-10-19T07:26:22.847338
EDAM:topic_4028,Single-cell sequencing,2025-10-19T07:26:22.849373
EDAM:topic_3656,Immunoprecipitation experiment,2025-10-19T07:26:22.862859
EDAM:format_1929,FASTA,2025-10-19T07:26:22.881202
EDAM:format_2573,SAM,2025-10-19T07:26:22.882665
EDAM:format_2572,BAM,2025-10-19T07:26:22.883066
EDAM:format_3016,VCF,2025-10-19T07:26:22.883618
EDAM:format_3020,BCF,2025-10-19T07:26:22.883945
EDAM:format_3284,SFF,2025-10-19T07:26:22.884400
EDAM:topic_3678,Experimental design and studies,2025-10-19T07:42:35.222990
EDAM:3752,,2025-10-29T20:42:58.648653
EDAM:3464,,2025-10-29T20:42:58.649339
EDAM:3579,,2025-10-29T20:42:58.649669
EDAM:3603,,2025-10-29T20:42:58.649932
EDAM:3997,,2025-10-29T20:42:58.650164
EDAM:3987,,2025-10-29T20:42:58.650391
EDAM:3981,,2025-10-29T20:42:58.650612
EDAM:3989,,2025-10-29T20:42:58.650865
EDAM:3990,,2025-10-29T20:42:58.651101
EDAM:2968,,2025-10-29T20:42:58.651312
EDAM:format_3997,MPEG-4,2025-10-31T09:14:52.381399
EDAM:format_3987,ZIP format,2025-10-31T09:14:52.381879
EDAM:format_3981,TAR format,2025-10-31T09:14:52.382143
EDAM:format_3989,GZIP format,2025-10-31T09:14:52.382723
EDAM:format_3990,AVI,2025-10-31T09:14:52.383257
EDAM:data_2968,Image,2025-10-31T09:14:52.384010
EDAM:3842,,2025-12-14T23:20:36.860492
EDAM:3591,,2025-12-14T23:20:36.861095
EDAM:3590,,2025-12-14T23:20:36.861441
EDAM:3906,,2025-12-14T23:20:36.861669
EDAM:1476,,2025-12-14T23:20:36.861877
EDAM:1477,,2025-12-14T23:20:36.862076
EDAM:3816,,2025-12-14T23:20:36.862266
EDAM:3874,,2025-12-14T23:20:36.862569
EDAM:format_3842,,2025-12-17T19:08:00.376028
EDAM:format_3906,NMReDATA,2025-12-17T19:08:00.376677
EDAM:format_1476,PDB,2025-12-17T19:08:00.377362
EDAM:format_1477,mmCIF,2025-12-17T19:08:00.377824
EDAM:format_3816,Mol2,2025-12-17T19:08:00.378160
EDAM:format_3874,PCAzip,2025-12-17T19:08:00.378422
