curie,label,retrieved_at
IAO:0000311,publication,2025-10-19T07:20:40.567203
IAO:0000305,document title,2025-10-19T07:20:41.131422
IAO:0000321,author list,2025-10-19T07:20:41.131783
IAO:0000315,abstract,2025-10-19T07:20:41.132002
IAO:0000630,keywords section,2025-10-19T07:20:41.132624
IAO:0000316,introduction to a publication about an investigation,2025-10-19T07:20:41.132941
IAO:0000639,related work section,2025-10-19T07:20:41.133182
IAO:0000317,methods section,2025-10-19T07:20:41.133388
IAO:0000318,results section,2025-10-19T07:20:41.133572
IAO:0000319,discussion section of a publication about an investigation,2025-10-19T07:20:41.133746
IAO:0000615,conclusion section,2025-10-19T07:20:41.134204
IAO:0000324,acknowledgements section,2025-10-19T07:20:41.134603
IAO:0000320,references section,2025-10-19T07:20:41.134862
IAO:0000326,supplementary material to a document,2025-10-19T07:20:41.135084
IAO:0000611,availability section,2025-10-19T07:20:41.135337
IAO:0000323,author contributions section,2025-10-19T07:20:41.135553
IAO:0000616,conflict of interest section,2025-10-19T07:20:41.135742
IAO:0000623,funding source declaration section,2025-10-19T07:20:41.135929
IAO:0000620,ethical approval section,2025-10-19T07:20:41.136108
IAO:0000707,graphical abstract,2025-10-19T07:20:41.136453
IAO:0000609,author summary section,2025-10-19T07:20:41.136769
IAO:0000613,case report section,2025-10-19T07:20:41.137017
IAO:0000631,study limitations section,2025-10-19T07:20:41.137230
IAO:0000625,future directions section,2025-10-19T07:20:41.137441
IAO:0000606,abbreviations section,2025-10-19T07:20:41.137634
