curie,label,retrieved_at
SNOMED:446141000124107,,2025-10-19T08:08:21.659193
SNOMED:446151000124109,,2025-10-19T08:08:21.659261
SNOMED:33791000087105,,2025-10-19T08:08:21.659325
SNOMED:261777007,,2025-10-19T08:08:24.053563
SNOMED:264354006,,2025-10-19T08:08:24.054186
SNOMED:264879001,,2025-10-19T08:08:24.054268
SNOMED:65436002,,2025-10-19T08:08:24.054345
SNOMED:278149003,,2025-10-19T08:08:24.098315
SNOMED:278152006,,2025-10-19T08:08:24.098509
SNOMED:278150003,,2025-10-19T08:08:24.098590
SNOMED:278153001,,2025-10-19T08:08:24.098665
SNOMED:278151004,,2025-10-19T08:08:24.098737
SNOMED:278154007,,2025-10-19T08:08:24.098808
SNOMED:278147001,,2025-10-19T08:08:24.098886
SNOMED:278148006,,2025-10-19T08:08:24.098953
