curie,label,retrieved_at
ENVO:03600010,membrane bioreactor,2025-10-19T07:20:44.033998
ENVO:01000155,organic material,2025-10-19T07:20:44.049391
ENVO:01001862,Solar radiation,2025-10-19T07:20:48.128270
ENVO:2000034,geothermal energy,2025-10-19T07:20:48.128709
ENVO:02000091,coal,2025-10-19T07:20:48.130074
ENVO:01000552,natural gas,2025-10-19T07:20:48.130484
ENVO:00002984,petroleum,2025-10-19T07:20:48.130898
ENVO:03510006,diesel fuel,2025-10-19T07:20:48.131379
ENVO:01000553,liquefied petroleum gas,2025-10-19T07:20:48.131638
ENVO:01000415,fine respirable suspended particulate matter,2025-10-19T07:20:48.777318
ENVO:01000405,respirable suspended particulate matter,2025-10-19T07:20:48.777792
ENVO:01000416,ultrafine respirable suspended particulate matter,2025-10-19T07:20:48.778019
ENVO:00002116,contaminated soil,2025-10-19T07:20:48.793839
ENVO:03501332,occupational environment,2025-10-19T07:20:48.794188
ENVO:01000944,microplastic particle,2025-10-19T07:20:48.797415
ENVO:00000284,quarry,2025-10-19T07:20:48.885588
ENVO:01001441,opencast mining,2025-10-19T07:20:48.886360
ENVO:01001204,alluvial deposit,2025-10-19T07:20:48.887034
ENVO:00002053,limestone,2025-10-19T07:20:48.910384
ENVO:02500039,water pollution,2025-10-19T07:20:48.915387
ENVO:02500037,air pollution,2025-10-19T07:20:48.915716
ENVO:02500012,deforestation,2025-10-19T07:20:48.915938
ENVO:01001346,erosion,2025-10-19T07:20:48.916466
ENVO:00001997,acid mine drainage,2025-10-19T07:20:48.916991
ENVO:01001069,metallic material,2025-10-19T07:20:50.020025
ENVO:03501307,ceramic,2025-10-19T07:20:50.020807
ENVO:06105005,thermoset polymer,2025-10-19T07:20:50.024438
ENVO:01000549,mass of biological material,2025-11-03T14:57:37.818813
ENVO:01000797,gaseous environmental material,2025-11-03T14:57:37.819212
ENVO:01001125,ice,2025-11-03T14:57:37.819452
ENVO:00002006,liquid water,2025-11-03T14:57:37.819665
ENVO:01000060,particulate environmental material,2025-11-03T14:57:37.820938
ENVO:00001995,rock,2025-11-03T14:57:37.821411
ENVO:00002007,sediment,2025-11-03T14:57:37.821598
ENVO:00001998,soil,2025-11-03T14:57:37.821779
ENVO:06105123,synthetic polymer,2025-11-03T14:57:37.821966
ENVO:00000169,canyon,2025-11-03T17:34:10.517468
ENVO:00000067,cave,2025-11-03T17:34:10.518004
ENVO:00000101,delta,2025-11-03T17:34:10.518422
ENVO:00000045,estuary,2025-11-03T17:34:10.518806
ENVO:00000215,hydrothermal vent,2025-11-03T17:34:10.519161
ENVO:00000020,lake,2025-11-03T17:34:10.519372
ENVO:00000081,mountain,2025-11-03T17:34:10.519700
ENVO:00000080,mountain range,2025-11-03T17:34:10.519896
ENVO:01001899,reef,2025-11-03T17:34:10.520210
ENVO:00000264,seamount,2025-11-03T17:34:10.520572
ENVO:00000267,submarine canyon,2025-11-03T17:34:10.520770
ENVO:00000247,volcano,2025-11-03T17:34:10.520956ENVO:00002030,aquatic biome,2025-11-25T07:59:01.134445
ENVO:00002229,arenosol,2025-11-25T07:59:01.134917
ENVO:00000134,permafrost,2025-11-25T07:59:01.135208
ENVO:00002269,thermocline,2025-11-25T07:59:01.135467
ENVO:00000133,glacier,2025-11-25T07:59:01.135704
ENVO:00002234,acrisol,2025-11-25T07:59:01.135959
ENVO:00005774,peat soil,2025-11-25T07:59:01.136199
ENVO:00005767,manured soil,2025-11-25T07:59:01.136442
ENVO:00002273,fluvisol,2025-11-25T07:59:01.136678
ENVO:00000873,freshwater biome,2025-11-25T07:59:01.137110
ENVO:00002030,aquatic biome,2025-11-25T08:16:30.607490
ENVO:01000787,wildfire,2025-12-14T23:20:37.634631
ENVO:01000791,forest fire,2025-12-14T23:20:37.635079
ENVO:01001296,tropical storm,2025-12-14T23:20:37.635600
ENVO:01001482,tornado,2025-12-14T23:20:37.636107
ENVO:01000710,flood,2025-12-14T23:20:37.636477
ENVO:01000712,riverine flood,2025-12-14T23:20:37.636683
ENVO:01000711,coastal flood,2025-12-14T23:20:37.636883
ENVO:01000713,flash flood,2025-12-14T23:20:37.637077
ENVO:1000745,drought,2025-12-14T23:20:37.637481
ENVO:01000903,blizzard,2025-12-14T23:20:37.637917
ENVO:01001294,convective storm,2025-12-14T23:20:37.638115
ENVO:01000714,storm surge,2025-12-14T23:20:37.638322
ENVO:01001026,electromagnetic radiation,2025-12-15T09:06:39.332556
ENVO:21001219,ionizing radiation,2025-12-15T09:06:39.333380
ENVO:21001218,gamma-ray radiation,2025-12-15T09:06:39.333783
ENVO:21001217,X-ray radiation,2025-12-15T09:06:39.334097
ENVO:21001216,ultraviolet radiation,2025-12-15T09:06:39.334365
ENVO:21001215,visible spectrum radiation,2025-12-15T09:06:39.334694
ENVO:21001214,infrared radiation,2025-12-15T09:06:39.334982
ENVO:21001212,microwave radiation,2025-12-15T09:06:39.335229
ENVO:21001213,radio wave radiation,2025-12-15T09:06:39.335475
ENVO:01001864,photosynthetically active radiation,2025-12-15T09:06:39.335880
ENVO:01001861,shortwave radiation,2025-12-15T09:06:39.336310
ENVO:01001857,outgoing longwave radiation,2025-12-15T09:06:39.336543
ENVO:03500014,near-infrared radiation,2025-12-15T09:06:39.337058
ENVO:03500013,mid-infrared radiation,2025-12-15T09:06:39.337390
ENVO:03500015,far-infrared radiation,2025-12-15T09:06:39.337877
ENVO:01001027,acoustic radiation,2025-12-15T09:06:39.338186
ENVO:03500012,ultrasound radiation,2025-12-15T09:06:39.338459
ENVO:01001566,infrasound,2025-12-15T09:06:39.339064
ENVO:00002232,andosol,2025-12-19T09:48:09.375680
ENVO:00002236,cryosol,2025-12-19T09:48:13.682393
