YTID,start_seconds
-37X0bRVT0g,140.0
-54naqYCenE,70.0
-7khzUmnlm8,30.0
-9P1IlNEgsM,0.0
-9YohOxYZ0Q,10.0
-HBR6wrrhAs,0.0
-OYEgBWbvr4,0.0
-PWc49x8cyE,30.0
-PxusaPCH98,30.0
-SL5sFIuhtg,30.0
-UIDQgPMztE,30.0
-Vo3XijOlvc,70.0
-mdPX2djAUY,10.0
-nYGivHQjWM,40.0
-niT5wKbFOo,10.0
-pdmLg5FbQY,30.0
-qM27Bttvdk,10.0
-qfHOFxUwGQ,0.0
-sgDyi4BY-0,30.0
-wb18_6tLAE,50.0
-yFeywhaivM,30.0
-yspk7ebYkQ,20.0
-zSFmp8e43E,30.0
077_m7wNT3I,20.0
0AO697AQjUU,40.0
0BnyrbZz8Jk,30.0
0BwiOU6alvQ,0.0
0FtYHAivI2E,30.0
0Gj00V-_AZM,70.0
0Gxxzj2vopc,30.0
0J0sN1xeDZM,30.0
0Q_BPEl7_Vo,30.0
0QkmP-TtIFo,300.0
0Ru1xFHudB4,40.0
0RxvhDsjL0M,30.0
0UhAR0Qt4UA,28.0
0XED4i5Jkzw,300.0
0XR0EQBxzZk,30.0
0XUauSOwvzk,30.0
0XouGEsWiQk,200.0
0a8RB5eOGJ4,30.0
0fxD0B1b8sw,30.0
0gvqDWLoBfQ,10.0
0hScaQJplis,24.0
0izj5OZGtg8,30.0
0j2L1H_b1qM,20.0
0jY3fH4-xtY,20.0
0kJ_iLMqVxw,20.0
0kTHgSzQkfw,10.0
0lV5Fln3nYA,390.0
0qACJkpYkHk,100.0
0qVoQlcv0WE,22.0
0tNhTJc9hPk,30.0
0uRkdMtCuDM,30.0
0wjZnljnFZU,30.0
1-kCCA9xxT0,10.0
18Zr0m-mTuE,40.0
1AVIgVuOSWY,30.0
1Bp9yMJA7NE,30.0
1ETeBLkMRwA,50.0
1HsuNROpMNM,28.0
1IbpexMbvyI,17.0
1K1UDnW_hnI,1.0
1KZ0cJhqmW4,60.0
1OLXtTkvqZc,120.0
1PJw2GJyJ1U,7.0
1RRnVHgSMxY,20.0
1UyoW1YAY28,40.0
1VCbCb0TbX0,30.0
1VJ1OW-einY,30.0
1XQeuF-GBBs,10.0
1_sja3d50Zk,30.0
1jOOISjonO0,30.0
1kdRFmi_pgc,0.0
1nZo-MBT6Ts,30.0
1tZXv-8qB68,50.0
1umWgVWGVO0,110.0
1veIcvGPRYw,3.0
21vfIdV2B60,30.0
24i82dhqbR4,13.0
252kwjMtelY,9.0
293i41OlUTw,30.0
2AaH0Ph70fA,50.0
2DmtgJv97-U,30.0
2GQ7fHIa-dw,280.0
2N51B6MZE-A,10.0
2N7JHq6fGpc,0.0
2OBh6auGa34,30.0
2P3JNdhxU9E,28.0
2QKUFwKvRbA,30.0
2SVxWOFUskc,30.0
2VIkRc2nslU,20.0
2ZTkL3F761A,30.0
2gyTG7QRqxc,30.0
2hKC_gyijcw,10.0
2tjQcGRETyk,300.0
2ty-jjV_Sq8,80.0
2ty0UNZyvIQ,140.0
2u43chNze4A,260.0
2uNich4uYjM,30.0
2xobBryGD3A,0.0
2zxbvBWYJgo,6.0
35XH-RWB5XM,50.0
35pEchTsHOI,10.0
36xzrUTlmKw,40.0
38kxafEPasg,30.0
39fIBL_vqPc,50.0
3BJCaTuG8bE,30.0
3EZ_9Gx1fv0,0.0
3MGlOcUxyRI,10.0
3Opyneb10_0,0.0
3S6KRiyp8sc,30.0
3b050wN4HkE,30.0
3bzn68INIjQ,0.0
3iynBc_rvlo,30.0
3jNZCX7AAos,0.0
3jS8tWfLJxI,90.0
3l_RFqq6-bQ,30.0
3rUTwDYoPDI,19.0
3yAIpKwNAOs,40.0
3ytIWtI6qQo,0.0
443rTNtiUsY,0.0
