YTID,start_seconds
-EBo59LgyNA,8.0
0vJ9IdwDZgI,30.0
11EiGMOomKA,0.0
1LSmPtw0dZE,20.0
1NEQQ_yGEjc,0.0
246QUYcHGuU,30.0
2OoOlYNyK3s,30.0
2Ow9Zz3AKqg,10.0
4ggj3Zxfkao,20.0
5NfvBtyLArg,50.0
70EZV2NJcHI,60.0
73D717VZsX8,20.0
7g9qHIbqjzs,30.0
7ySZSfUUN2w,7.0
8646PeE4eKE,2.0
8h48DkFA12c,30.0
8k3eSv8rd_0,130.0
8xTIvAitUsw,80.0
92eGOgxoHgA,30.0
9Ae9liPAfU0,30.0
9OEKNfIpojk,24.0
9X09DmlhG7E,220.0
9dsl5MVn3eI,0.0
9zhcCxa7KoI,2.0
A0V3h00whUg,230.0
A9PsvQB3nYQ,0.0
AMz60vw4j8Y,3.0
AX8EwPipfYw,90.0
BDGRHp2AYVE,100.0
BPfhFW5rI0Q,10.0
BVBMhzvNWqo,1.0
Bhn8UpQW3G8,30.0
BwnGxJD9xh8,30.0
CChBwdp6134,80.0
DQLEFiVZBnA,22.0
DR-yS-AOezY,0.0
DqCoRSkN5L8,20.0
DqH6i0clDR8,25.0
E17GYaSLDzo,0.0
En5dziXNZnY,30.0
Eqk7u4b8nwI,80.0
ExDXZqLG_pQ,550.0
FPNP4MCDBYY,9.0
FQX9-pyQHeo,30.0
FmekHi2dLdI,30.0
G6o7HdAx9cw,250.0
G7nC-XshpAQ,2.0
GUL2ep3_RVw,30.0
Grrq-K9-OIg,30.0
H9StrFzR51M,30.0
Ixt8AnuuJCQ,30.0
J7SKPkIr-24,20.0
JFD4l77bYyA,30.0
JSewv57xGOk,30.0
K0QHBJhDrvA,30.0
MGuBkQ7rgY8,30.0
MI0-z5n5SMI,30.0
MJoeYujS0cg,10.0
MnRkrapf4wI,11.0
Mz4ffa5xZbM,30.0
Nj9_pKyT4OU,17.0
OPmQ7HNs9f4,40.0
OTKHP8a0bDE,0.0
Odqic9aHtpQ,80.0
OkFNmmae27g,0.0
OlDtvUnnwME,0.0
Os93ult9tIE,30.0
OuHw7vJ_bZI,30.0
PbQ0FWng-kA,9.0
Qj5FSU0U8VM,0.0
R0sI6fDLgqs,30.0
R4tMcVD9Clw,30.0
RA4Fm4lQocs,7.0
RmzqFODP-iM,30.0
RtKuRTQAvV4,0.0
RuW8bTRrgIs,90.0
S-GcJuqEz4E,4.0
T-hTO_4157w,40.0
T58VBdRrYWU,220.0
TRKfC8B9r-c,30.0
U7qmNqDoRQc,30.0
UL05dt1fk7c,1.0
UVbdEmVa0dM,30.0
UyxHuwBfIQY,110.0
VOzUoZwFAbQ,18.0
VhVKUAk6_R4,20.0
VwAtauQhFXE,6.0
WEJvtorza1I,50.0
XdJQ5b8282A,2.0
Y3k0ZiaMb3M,0.0
Z9DzCbnMttQ,0.0
ZBr36x4it_o,0.0
ZiEPcsLpW-k,0.0
ZtJPsXyIXrc,28.0
ZzhQPQwPgOg,260.0
