curie,label,retrieved_at
HL7:v3-EducationLevel#ELEM,,2025-10-19T08:08:21.656058
HL7:v3-EducationLevel#SEC,,2025-10-19T08:08:21.656171
HL7:v3-EducationLevel#HS,,2025-10-19T08:08:21.656248
HL7:v3-EducationLevel#SCOL,,2025-10-19T08:08:21.656315
HL7:v3-EducationLevel#ASSOC,,2025-10-19T08:08:21.656379
HL7:v3-EducationLevel#BD,,2025-10-19T08:08:21.656445
HL7:v3-EducationLevel#PB,,2025-10-19T08:08:21.656510
HL7:v3-EducationLevel#GD,,2025-10-19T08:08:21.656581
HL7:v3-EducationLevel#POSTG,,2025-10-19T08:08:21.656643
HL7:marital-status#A,,2025-10-19T08:08:21.656712
HL7:marital-status#D,,2025-10-19T08:08:21.656777
HL7:marital-status#I,,2025-10-19T08:08:21.656841
HL7:marital-status#L,,2025-10-19T08:08:21.656906
HL7:marital-status#M,,2025-10-19T08:08:21.656973
HL7:marital-status#C,,2025-10-19T08:08:21.657038
HL7:marital-status#P,,2025-10-19T08:08:21.657105
HL7:marital-status#T,,2025-10-19T08:08:21.657172
HL7:marital-status#U,,2025-10-19T08:08:21.657240
HL7:marital-status#S,,2025-10-19T08:08:21.657307
HL7:marital-status#W,,2025-10-19T08:08:21.657378
HL7:marital-status#UNK,,2025-10-19T08:08:21.657445
HL7:v2-0066#1,,2025-10-19T08:08:21.657523
HL7:v2-0066#2,,2025-10-19T08:08:21.657595
HL7:v2-0066#3,,2025-10-19T08:08:21.657666
HL7:v2-0066#4,,2025-10-19T08:08:21.657735
HL7:v2-0066#5,,2025-10-19T08:08:21.657805
HL7:v2-0066#6,,2025-10-19T08:08:21.657876
HL7:v2-0066#C,,2025-10-19T08:08:21.657947
HL7:v2-0066#D,,2025-10-19T08:08:21.658044
HL7:v2-0066#L,,2025-10-19T08:08:21.658184
HL7:v2-0066#O,,2025-10-19T08:08:21.658311
HL7:v2-0066#T,,2025-10-19T08:08:21.658389
HL7:v2-0066#9,,2025-10-19T08:08:21.658465
HL7:udsplus-housing-status-codes#homeless-shelter,,2025-10-19T08:08:21.658543
HL7:udsplus-housing-status-codes#transitional,,2025-10-19T08:08:21.658622
HL7:udsplus-housing-status-codes#doubling-up,,2025-10-19T08:08:21.658702
HL7:udsplus-housing-status-codes#street,,2025-10-19T08:08:21.658777
HL7:udsplus-housing-status-codes#permanent-supportive-housing,,2025-10-19T08:08:21.658854
HL7:udsplus-housing-status-codes#other,,2025-10-19T08:08:21.658933
HL7:udsplus-housing-status-codes#unknown,,2025-10-19T08:08:21.659010
HL7:asked-declined,,2025-10-19T08:08:21.659411
HL7:UNK,,2025-10-19T08:08:21.659496
HL7:CDCREC#1002-5,,2025-10-19T08:08:21.659582
HL7:CDCREC#2028-9,,2025-10-19T08:08:21.659661
HL7:CDCREC#2054-5,,2025-10-19T08:08:21.659742
HL7:CDCREC#2076-8,,2025-10-19T08:08:21.659822
HL7:CDCREC#2106-3,,2025-10-19T08:08:21.659904
HL7:CDCREC#2131-1,,2025-10-19T08:08:21.659984
HL7:ASKU,,2025-10-19T08:08:21.660069
HL7:CDCREC#2135-2,,2025-10-19T08:08:21.660163
HL7:CDCREC#2186-5,,2025-10-19T08:08:21.660250
