curie,label,retrieved_at
UO:0000008,meter,2025-10-19T07:20:52.370562
UO:0010066,kilometer,2025-10-19T07:20:52.371075
UO:0000015,centimeter,2025-10-19T07:20:52.371510
UO:0000016,millimeter,2025-10-19T07:20:52.371768
UO:0000017,micrometer,2025-10-19T07:20:52.371974
UO:0000018,nanometer,2025-10-19T07:20:52.372167
UO:0000019,angstrom,2025-10-19T07:20:52.372346
UO:0010011,inch,2025-10-19T07:20:52.372631
UO:0010013,foot,2025-10-19T07:20:52.372812
UO:0010014,yard,2025-10-19T07:20:52.372983
UO:0010017,mile,2025-10-19T07:20:52.373150
UO:0010022,nautical mile,2025-10-19T07:20:52.373313
UO:0000009,kilogram,2025-10-19T07:20:52.373495
UO:0000021,gram,2025-10-19T07:20:52.373660
UO:0000022,milligram,2025-10-19T07:20:52.373821
UO:0000023,microgram,2025-10-19T07:20:52.373984
UO:0000024,nanogram,2025-10-19T07:20:52.374165
UO:0010038,ton,2025-10-19T07:20:52.374335
UO:0010034,pound,2025-10-19T07:20:52.374498
UO:0010033,ounce,2025-10-19T07:20:52.374658
UO:0010035,stone,2025-10-19T07:20:52.374817
UO:0000221,dalton,2025-10-19T07:20:52.375131
UO:0000099,liter,2025-10-19T07:20:52.375461
UO:0000098,milliliter,2025-10-19T07:20:52.375694
UO:0000101,microliter,2025-10-19T07:20:52.375852
UO:0000096,cubic meter,2025-10-19T07:20:52.376014
UO:0000097,cubic centimeter,2025-10-19T07:20:52.376183
UO:0010030,gallon,2025-10-19T07:20:52.376353
UO:0010026,fluid ounce,2025-10-19T07:20:52.376537
UO:0010028,pint,2025-10-19T07:20:52.376714
UO:0010029,quart,2025-10-19T07:20:52.376905
UO:0010046,united states customary cup,2025-10-19T07:20:52.377072
UO:0010044,united states customary tablespoon,2025-10-19T07:20:52.377245
UO:0010041,united states customary teaspoon,2025-10-19T07:20:52.377418
UO:0000012,kelvin,2025-10-19T07:20:52.377593
UO:0000027,degree Celsius,2025-10-19T07:20:52.377757
UO:0000195,degree Fahrenheit,2025-10-19T07:20:52.377918
UO:0000010,second,2025-10-19T07:20:52.378080
UO:0000028,millisecond,2025-10-19T07:20:52.378234
UO:0000029,microsecond,2025-10-19T07:20:52.378396
UO:0000150,nanosecond,2025-10-19T07:20:52.378656
UO:0000031,minute,2025-10-19T07:20:52.378912
UO:0000032,hour,2025-10-19T07:20:52.379126
UO:0000033,day,2025-10-19T07:20:52.379328
UO:0000034,week,2025-10-19T07:20:52.379517
UO:0000035,month,2025-10-19T07:20:52.379699
UO:0000036,year,2025-10-19T07:20:52.379876
UO:0000110,pascal,2025-10-19T07:20:52.380065
UO:0010052,pounds per square inch,2025-10-19T07:20:52.380247
UO:0000272,millimetres of mercury,2025-10-19T07:20:52.380636
UO:0000062,molar,2025-10-19T07:20:52.380939
UO:0000063,millimolar,2025-10-19T07:20:52.381175
UO:0000064,micromolar,2025-10-19T07:20:52.381489
UO:0000065,nanomolar,2025-10-19T07:20:52.381749
UO:0000066,picomolar,2025-10-19T07:20:52.381981
UO:0000176,milligram per milliliter,2025-10-19T07:20:52.382189
UO:0000274,microgram per milliliter,2025-10-19T07:20:52.382518
UO:0000275,nanogram per milliliter,2025-10-19T07:20:52.382737
UO:0000187,percent,2025-10-19T07:20:52.382924
UO:0000169,parts per million,2025-10-19T07:20:52.383108
UO:0000170,parts per billion,2025-10-19T07:20:52.383307
UO:0000106,hertz,2025-10-19T07:20:52.383499
UO:0000325,megaHertz,2025-10-19T07:20:52.383682
UO:0000123,radian,2025-10-19T07:20:52.383867
UO:0000185,degree,2025-10-19T07:20:52.384041
UO:0000233,byte,2025-10-19T07:20:52.384226
UO:0000234,kilobyte,2025-10-19T07:20:52.384399
UO:0000235,megabyte,2025-10-19T07:20:52.384574
UO:0000164,mass volume percentage,2025-12-19T11:06:30.198413
UO:0000165,volume percentage,2025-12-19T11:06:30.198991
