item_id	item_flavor	item_ref_type	item_ref_value	item_name	citation_doi	citation_pmid	citation_arxiv	citation_url	citation_title	citation_authors	citation_year	citation_journal	citation_relationship	citation_type	citation_source	discovered_date	citation_status	citation_merged_into	citation_comment	curated_by	curated_date
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1002/hbm.25189				Subject-specific segregation of functional territories based on deep phenotyping		2020		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1038/s41597-020-00735-4				fMRI dataset in response to The Grand Budapest Hotel		2020		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1038/s41597-020-00670-4				Individual Brain Charting dataset extension, second release		2020		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1016/j.neuroimage.2020.116865				Leveraging shared connectivity to aggregate heterogeneous datasets		2020		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1016/j.pneurobio.2020.101887				High spatial resolution fMRI in auditory network representation		2020		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1016/j.neuroimage.2020.117445				Movies and narratives as naturalistic stimuli in neuroimaging		2020		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1016/j.neuroimage.2020.117254				Keep it real: rethinking primacy of experimental control		2020		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1016/j.neuroimage.2019.116330				Nature abhors a paywall: open science with naturalistic stimuli		2019		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1093/cercor/bhz157				Evaluating fMRI-Based Estimation of Eye Gaze During Naturalistic Viewing		2019		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.3389/fpsyg.2019.02769				Educational fMRI: From the Lab to the Classroom		2019		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1038/sdata.2018.105				Individual Brain Charting: high-resolution fMRI dataset		2018		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1162/netn_a_00050				Distinct brain networks in naturalistic paradigms meta-analysis		2018		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1523/ENEURO.0311-16.2017				Electrophysiology reveals neural dynamics of naturalistic auditory language		2017		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.3389/fninf.2016.00034				Data Citation in Neuroimaging: Best Practices		2016		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.3389/fninf.2016.00024				Exploring fMRI Results Space: 31 variants analysis		2016		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1016/j.tics.2016.03.014				Building a science of individual differences from fMRI		2016		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1098/rsta.2015.0188				Brain-heart interactions at ultra-high field fMRI		2016		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1371/journal.pone.0141892				Detection of emerging trends using Wikipedia traffic data		2015		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1371/journal.pone.0133921				Highest Resolution In Vivo Human Brain MRI		2015		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.12688/f1000research.6229.1				Communication hub for decentralized collaboration		2015		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1038/sdata.2014.54				High resolution 7-Tesla resting-state fMRI test-retest dataset		2015		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1186/s13742-015-0055-8				Improving functional magnetic resonance imaging reproducibility		2015		Cites		manual	2026-01-26	active			user	2026-01-26
studyforrest	latest	doi	10.1038/sdata.2014.3	StudyForrest Project	10.1038/sdata.2014.50				Multi-modal ultra-high resolution structural 7-Tesla MRI repository		2015		Cites		manual	2026-01-26	active			user	2026-01-26
