curie,label,retrieved_at
UBERON:0007197,hermaphroditic organism,2025-10-19T07:20:43.586354
UBERON:0005231,,2025-10-19T07:20:45.387737
UBERON:0004535,cardiovascular system,2025-10-19T07:20:50.071049
UBERON:0001004,respiratory system,2025-10-19T07:20:50.071770
UBERON:0001016,nervous system,2025-10-19T07:20:50.072099
UBERON:0001007,digestive system,2025-10-19T07:20:50.072297
UBERON:0002204,musculoskeletal system,2025-10-19T07:20:50.072641
UBERON:0002416,integumental system,2025-10-19T07:20:50.073193
UBERON:0000949,endocrine system,2025-10-19T07:20:50.073641
UBERON:0001008,renal system,2025-10-19T07:20:50.073860
UBERON:0000990,reproductive system,2025-10-19T07:20:50.074070
UBERON:0002405,immune system,2025-10-19T07:20:50.074250
UBERON:0002390,hematopoietic system,2025-10-19T07:20:50.074526
