id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
access_odoo_version_configurator,odoo_version - configurator,model_odoo_version,odoo_version_group,1,1,1,1
access_odoo_version_all,odoo_version - all user,model_odoo_version,,1,0,0,0
access_odoo_module_configurator,odoo_module - configurator,model_odoo_module,odoo_module_group,1,1,1,1
access_odoo_module_all,odoo_module - all user,model_odoo_module,,1,0,0,0
access_odoo_website_theme_configurator,odoo_website_theme - configurator,model_odoo_website_theme,odoo_website_theme_group,1,1,1,1
access_odoo_website_theme_all,odoo_website_theme - all user,model_odoo_website_theme,,1,0,0,0
access_odoo_feature_category_configurator,odoo_feature_category - configurator,model_odoo_feature_category,odoo_feature_category_group,1,1,1,1
access_odoo_feature_category_all,odoo_feature_category - all user,model_odoo_feature_category,,1,0,0,0
access_odoo_additional_functionality_configurator,odoo_additional_functionality - configurator,model_odoo_additional_functionality,odoo_additional_functionality_group,1,1,1,1
access_odoo_additional_functionality_all,odoo_additional_functionality - all user,model_odoo_additional_functionality,,1,0,0,0
access_odoo_feature_additional_functionality_configurator,odoo_feature_additional_functionality - configurator,model_odoo_feature_additional_functionality,odoo_feature_additional_functionality_group,1,1,1,1
access_odoo_feature_additional_functionality_all,odoo_feature_additional_functionality - all user,model_odoo_feature_additional_functionality,,1,0,0,0
access_odoo_feature_configurator,odoo_feature - configurator,model_odoo_feature,odoo_feature_group,1,1,1,1
access_odoo_feature_all,odoo_feature - all user,model_odoo_feature,,1,0,0,0
access_odoo_environment_configurator,odoo_environment - configurator,model_odoo_environment,odoo_environment_group,1,1,1,1
access_odoo_environment_all,odoo_environment - all user,model_odoo_environment,,1,0,0,0
access_odoo_implementation_all,odoo_implementation - user,model_odoo_implementation,,1,0,0,0
access_odoo_implementation_viewer,odoo_implementation - viewer,model_odoo_implementation,odoo_implementation_viewer_group,1,0,0,0
access_odoo_implementation_user,odoo_implementation - all,model_odoo_implementation,odoo_implementation_user_group,1,1,1,1
access_odoo_implementation_update_all,odoo_implementation.update - user,model_odoo_implementation_update,,1,0,0,0
access_odoo_implementation_update_viewer,odoo_implementation.update - viewer,model_odoo_implementation_update,odoo_implementation_viewer_group,1,0,0,0
access_odoo_implementation_update_user,odoo_implementation.update - all,model_odoo_implementation_update,odoo_implementation_user_group,1,1,1,1
access_odoo_feature_implementation_all,odoo_feature_implementation - user,model_odoo_feature_implementation,,1,0,0,0
access_odoo_feature_implementation_viewer,odoo_feature_implementation - viewer,model_odoo_feature_implementation,odoo_feature_implementation_viewer_group,1,0,0,0
access_odoo_feature_implementation_user,odoo_feature_implementation - all,model_odoo_feature_implementation,odoo_feature_implementation_user_group,1,1,1,1
access_odoo_use_case_configurator,odoo_use_case - configurator,model_odoo_use_case,odoo_use_case_group,1,1,1,1
access_odoo_use_case_all,odoo_use_case - all user,model_odoo_use_case,,1,0,0,0
access_odoo_feature_issue_all,odoo_feature_issue - user,model_odoo_feature_issue,,1,0,0,0
access_odoo_feature_issue_viewer,odoo_feature_issue - viewer,model_odoo_feature_issue,odoo_feature_issue_viewer_group,1,0,0,0
access_odoo_feature_issue_user,odoo_feature_issue - all,model_odoo_feature_issue,odoo_feature_issue_user_group,1,1,1,1
access_odoo_deployment_all,odoo_deployment - user,model_odoo_deployment,,1,0,0,0
access_odoo_deployment_viewer,odoo_deployment - viewer,model_odoo_deployment,odoo_deployment_viewer_group,1,0,0,0
access_odoo_deployment_user,odoo_deployment - all,model_odoo_deployment,odoo_deployment_user_group,1,1,1,1
access_odoo_deployment_new_feature_all,odoo_deployment_new_feature - user,model_odoo_deployment_new_feature,,1,0,0,0
access_odoo_deployment_new_feature_viewer,odoo_deployment_new_feature - viewer,model_odoo_deployment_new_feature,odoo_deployment_viewer_group,1,0,0,0
access_odoo_deployment_new_feature_user,odoo_deployment_new_feature - all,model_odoo_deployment_new_feature,odoo_deployment_user_group,1,1,1,1
