id,description,dataset,category,subcategory,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes,dataset_id,dataset_name,category_id,category_name,subcategory_id,subcategory_name
anti_pollution_policy_industry_percentile,Percentile ranking within industry peer group for anti-pollution policies.,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",ASI,1,MINVOL1M,MATRIX,1.0,0.6845,5,5,1.4,[],analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anti_pollution_policy_industry_rank,Company’s rank within its industry peer group for anti-pollution policies.,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",ASI,1,MINVOL1M,MATRIX,1.0,0.688,2,3,1.4,[],analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anti_pollution_policy_score,Score measuring company policies to reduce pollution and commitment to environmental reporting.,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",ASI,1,MINVOL1M,MATRIX,1.0,0.7028,2,3,1.4,[],analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anti_pollution_policy_sector_percentile,Percentile ranking within sector peer group for anti-pollution policies.,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",ASI,1,MINVOL1M,MATRIX,1.0,0.6845,0,0,1.4,[],analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anti_pollution_policy_sector_rank,Company’s rank within its sector peer group for anti-pollution policies.,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",ASI,1,MINVOL1M,MATRIX,1.0,0.688,0,0,1.4,[],analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anti_pollution_policy_subsector_percentile,Percentile ranking within subsector peer group for anti-pollution policies.,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",ASI,1,MINVOL1M,MATRIX,1.0,0.6845,1,2,1.4,[],analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anti_pollution_policy_subsector_rank,Company’s rank within its subsector peer group for anti-pollution policies.,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",ASI,1,MINVOL1M,MATRIX,1.0,0.688,1,1,1.4,[],analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
board_independence_diversity_score,"Score measuring board independence, diversity, and alignment with best practices.","{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",ASI,1,MINVOL1M,MATRIX,1.0,0.699,1,1,1.4,[],analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
board_independence_industry_percentile,Percentile ranking within industry peer group for board independence and diversity.,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",ASI,1,MINVOL1M,MATRIX,1.0,0.6806,1,1,1.4,[],analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
board_independence_industry_rank,Company’s rank within its industry peer group for board independence and diversity.,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",ASI,1,MINVOL1M,MATRIX,1.0,0.6842,0,0,1.4,[],analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
