START,,,,,,,,
9,7,,,,,,,
1,2,3,5,7,10,13,16,20
0.125,0.25,0.375,0.5,0.625,0.75,0.875,,
3.58,4.55,5.06,5.3,4.96,4.14,3.29,2.6,1.92
3.14,3.26,2.92,2.12,1.53,0.96,0.615,0.4,0.23
2.81,2.37,1.94,1.37,1.01,0.677,0.474,0.342,0.226
2.46,1.67,1.25,0.776,0.51,0.286,0.164,0.0956,0.0469
2.07,1.41,1.105,0.755,0.551,0.363,0.248,0.172,0.107
1.7,1.14,0.91,0.624,0.447,0.28,0.181,0.118,0.067
1.38,1.11,0.962,0.792,0.677,0.574,0.574,0.574,0.574
END,,,,,,,,
START,,,,,,,,
9,7,,,,,,,
1,2,3,5,7,10,13,16,20
0.125,0.25,0.375,0.5,0.625,0.75,0.875,,
4.95,6.93,8.57,11.5,13.5,16.1,18.1,19.9,21.2
4.34,4.77,4.64,3.82,3.06,2.17,1.55,1.11,0.712
3.88,3.25,2.63,1.68,1.06,0.539,0.276,0.142,0.0595
3.4,2.3,1.69,0.928,0.514,0.213,0.0902,0.0385,0.0119
2.86,1.8,1.3,0.697,0.378,0.153,0.0625,0.0256,0.0078
2.34,1.61,1.25,0.769,0.477,0.233,0.116,0.059,0.0215
1.91,1.57,1.37,1.1,0.925,0.702,0.702,0.702,0.702
END,,,,,,,,
START,,,,,,,,
9,7,,,,,,,
1,2,3,5,7,10,13,16,20
0.125,0.25,0.375,0.5,0.625,0.75,0.875,,
0.676 ,0.600 ,0.548 ,0.459 ,0.383 ,0.297 ,0.238 ,0.192 ,0.148 
0.869 ,0.731 ,0.629 ,0.479 ,0.370 ,0.246 ,0.174 ,0.117 ,0.0593 
0.963 ,0.797 ,0.680 ,0.527 ,0.418 ,0.307 ,0.232 ,0.174 ,0.105 
1.02 ,0.767 ,0.621 ,0.453 ,0.324 ,0.202 ,0.128 ,0.0813 ,0.0298 
1.05 ,0.786 ,0.649 ,0.494 ,0.357 ,0.235 ,0.173 ,0.105 ,0.0471 
1.07 ,0.786 ,0.643 ,0.474 ,0.343 ,0.230 ,0.167 ,0.110 ,0.0442 
1.086 ,0.928 ,0.810 ,0.65 ,0.538 ,0.423 ,0.332 ,0.242 ,0.205 
END,,,,,,,,
START,,,,,,,,
9,7,,,,,,,
1,2,3,5,7,10,13,16,20
0.125,0.25,0.375,0.5,0.625,0.75,0.875,,
0.936 ,0.869 ,0.805 ,0.687 ,0.580 ,0.437 ,0.329 ,0.245 ,0.165 
1.20 ,1.034 ,0.930 ,0.762 ,0.633 ,0.523 ,0.396 ,0.303 ,0.215 
1.33 ,1.15 ,1.02 ,0.840 ,0.695 ,0.556 ,0.442 ,0.360 ,0.265 
1.41 ,1.09 ,0.922 ,0.675 ,0.495 ,0.331 ,0.211 ,0.135 ,0.0741 
1.46 ,1.07 ,0.896 ,0.631 ,0.436 ,0.255 ,0.142 ,0.084 ,0.0411 
1.48 ,1.15 ,0.974 ,0.693 ,0.500 ,0.348 ,0.223 ,0.140 ,0.0745 
1.50 ,1.35 ,1.20 ,1.02 ,0.855 ,0.690 ,0.551 ,0.440 ,0.321 
END,,,,,,,,
