epoch,global_step,step,train/loss_epoch,train/loss_step,val/accuracy,val/dice,val/loss,val/precision,val/recall
0,3.0,3,,0.6629430055618286,,,,,
0,7.0,7,,0.6313419938087463,,,,,
0,11.0,11,,0.6198992729187012,,,,,
0,,12,,,0.9189087152481079,0.5146284103393555,0.6710540652275085,0.9970338940620422,0.4719795286655426
0,,12,0.6591557860374451,,,,,,
1,15.0,15,,0.6179071664810181,,,,,
1,19.0,19,,0.5978330969810486,,,,,
1,23.0,23,,0.5715153813362122,,,,,
1,,25,,,0.9912964105606079,0.9678859710693359,0.6269412040710449,0.9583004117012024,0.9848340749740601
1,,25,0.6056393980979919,,,,,,
2,27.0,27,,0.5893063545227051,,,,,
2,31.0,31,,0.5986590385437012,,,,,
2,35.0,35,,0.577042818069458,,,,,
2,,38,,,0.996289074420929,0.9850152730941772,0.626737117767334,0.9851857423782349,0.9900819659233093
2,,38,0.598380446434021,,,,,,
3,39.0,39,,0.6274157762527466,,,,,
3,43.0,43,,0.6524546146392822,,,,,
3,47.0,47,,0.5667340159416199,,,,,
3,51.0,51,,0.6208975911140442,,,,,
3,,51,,,0.9954468011856079,0.9839141964912415,0.6140229105949402,0.9773348569869995,0.9929103851318359
3,,51,0.5997353196144104,,,,,,
4,55.0,55,,0.6192273497581482,,,,,
4,59.0,59,,0.5900579690933228,,,,,
4,63.0,63,,0.5701284408569336,,,,,
4,,64,,,0.99530029296875,0.9832475781440735,0.6119300127029419,0.9775897860527039,0.9916538000106812
4,,64,0.5971871614456177,,,,,,
5,67.0,67,,0.5816054344177246,,,,,
5,71.0,71,,0.5866413116455078,,,,,
5,75.0,75,,0.581978440284729,,,,,
5,,77,,,0.9952026605606079,0.9824320673942566,0.6124704480171204,0.9762145280838013,0.9924650192260742
5,,77,0.595374345779419,,,,,,
6,79.0,79,,0.5975197553634644,,,,,
6,83.0,83,,0.584030032157898,,,,,
6,87.0,87,,0.5827139019966125,,,,,
6,,90,,,0.995739758014679,0.9845198392868042,0.6104074716567993,0.9791436195373535,0.9929296374320984
6,,90,0.5928442478179932,,,,,,
7,91.0,91,,0.5895703434944153,,,,,
7,95.0,95,,0.5760097503662109,,,,,
7,99.0,99,,0.6144070625305176,,,,,
7,103.0,103,,0.6059942841529846,,,,,
7,,103,,,0.9954589605331421,0.9833741188049316,0.6082666516304016,0.9753476977348328,0.9950373768806458
7,,103,0.5927974581718445,,,,,,
8,107.0,107,,0.5805054306983948,,,,,
8,111.0,111,,0.5741092562675476,,,,,
8,115.0,115,,0.596947431564331,,,,,
8,,116,,,0.9954468011856079,0.9834310412406921,0.6083213686943054,0.9755069613456726,0.9948046803474426
8,,116,0.5905578136444092,,,,,,
9,119.0,119,,0.6178523898124695,,,,,
9,123.0,123,,0.5979080200195312,,,,,
9,127.0,127,,0.587260365486145,,,,,
9,,129,,,0.995617687702179,0.983967125415802,0.6086336374282837,0.9774694442749023,0.9938763380050659
9,,129,0.5925400257110596,,,,,,
