YTID,start_seconds
--ahHsLBT7I,110
--xDCyf8_so,10
-5EYBhN62f4,30
-7vTqfW7NP8,30
-Au1fPPMjtM,30
-BZD5cNDyNc,380
-GDkljH9Hsg,11
-RqeUcVlLPo,30
-TpoqQA-DRc,30
-Ummw6EIRZ0,0
-WycrcrnNWY,20
-fP0AL3Nj0A,10
-g14NH5Ond4,450
-hMmAnEr7bE,210
-msC_WOqyFY,3
-w0Jf5_Q_5c,110
-ws5L2Zjs2Q,10
-x5fDrtsR-M,380
-xcqqJJYDUY,30
-yv4JUOevvA,430
0-lOXweji14,30
00odAB05tLg,100
09AecXY6PuI,110
0P01HpD3Hsg,30
0T7dVfxUe6Y,9
0WesmFQBgL0,30
0WkBU1XtQnI,80
0WquR7KQBnU,40
0YadvRDnr2g,80
0u5TUfHk-X4,30
116Q2LuXR-w,0
1AAPrleul7w,370
1BZUSqhKWJg,40
1Er3ELxvc4c,100
1JYgiVaG-FQ,390
1K5S91gW6Dg,7
1P0BQdXRXZo,200
1WN0yDGCh8k,50
1aP7xuc87DI,140
1aZRXuppAWY,30
1hDB9vb-gOk,240
1jJxH6Sza5c,80
1m1H3CCXVSo,27
1tbIMIqTS00,0
20Zl8_jokG8,90
21QtNEzaH_Q,0
21kflui53ms,10
26mzI-B8EIc,310
27bCX_aDVqE,30
2EneJuawRS0,30
2I118tJpxTY,0
2IgeNiGaow8,10
2O3moXVfc5k,160
2SKBThaMf6s,220
2_Ic6x2VcXE,60
2btV390Lezk,30
2le67O_xjdQ,30
2pVR0O_MeBM,20
2pYiCVsb9vs,8
2wNUBJxV8Ec,70
2z18pilZ7DA,30
3-PaiV6gNNY,30
33GEe-Q16lE,0
37J1T5VWqeM,10
3Cx0rx8iHoQ,30
3DHm_I7hRZQ,190
3E8kStabYj8,50
3OJubYrH-3o,30
3Q6bR-1HMSQ,29
3TgOVCLNXn4,10
3W1KnznYSqg,90
3c-adJGlHGY,180
3dLo-Kc897w,30
3dzzQarsI7Y,30
3hH2e3W-aXg,30
3iIdWGGlBP8,230
3lrmYGstX2s,30
3o5MFbC0ifA,24
3oMgiFKPBxg,440
3v501HU-Dak,12
3wmU7bHm-Zw,270
3xq1KECssR0,30
3yyiahaXd_4,180
417BC7xJN-E,30
41kT8HeHj7U,30
42WFam5wBvE,0
46xlhsEcQsg,0
48qt0a7wU1s,23
4Aa7ADN-C9k,80
4B57J2gCuqY,80
4D1wBVwbjrg,320
4Dw0srHU9_A,20
4FMSfHqS6AY,100
4LdoBnpB36k,0
4_LFbMosgfY,20
4_gwgzMS-KA,30
4_zxkrSSqG0,90
4bG_XsimXyY,30
