YTID,start_seconds
---lTs1dxhU,30.0
--Zz7BgxSUg,30.0
--iFD6IyQW8,30.0
--xDffQ9Mwo,30.0
--yaQA8d1dI,6.0
-049JTPTg5Y,60.0
-0CIk-OOp7Y,30.0
-0pX5r9yfXk,30.0
-12_ndzRFRw,14.0
-14k7z6iaYs,290.0
-1BCDEBjtsk,30.0
-1CM33luHD0,30.0
-1sGSNmgiPs,4.0
-28FCWAjQH0,30.0
-2LJWaL2PuA,30.0
-2WSzwCWNPc,20.0
-2YWkWhIVtQ,30.0
-2cz2qQDmr4,30.0
-2t-fiMJpLs,3.0
-3929cmVE20,30.0
-3MNphBfq_0,30.0
-3Q-f73enig,30.0
-3yVqL0DWQE,30.0
-4YYAqYJPBA,30.0
-4sRxacYBGA,410.0
-5QEN0mzCGA,15.0
-5WNA1pc9bo,30.0
-5ahsPliUb0,30.0
-6SBxLj2Mpg,30.0
-6TmgHPt5hs,30.0
-6YoqXs1e_U,30.0
-6YsMnBIJ-g,30.0
-6nJ9yEh6yI,20.0
-7WlfiIeu_E,0.0
-7_wrs-6-gk,30.0
-7jJtGYm1_U,30.0
-7yHd8yVL7o,10.0
-8Dc1y4EQ_E,30.0
-8yLT9Fnfoc,30.0
-9DAbRFPTQc,30.0
-9cq3qbp68g,16.0
-9g2nvKqTeE,30.0
-9s51FHrRaI,30.0
-9upiRbv10c,30.0
-A4prEzldS0,23.0
-AD-QFdGGzk,30.0
-B8cczYnh9w,8.0
-BQ3aUGzUT8,30.0
-BS8iCRP5w4,30.0
-C11u39XGvc,30.0
-ChtazQfPSk,30.0
-D0sfmBOf4U,30.0
-DLGGsGHOV8,30.0
-DNAsOaHJW0,30.0
-DQpwC-Rc8E,19.0
-DZwirmS3aU,19.0
-DoI-3Hjx-Q,10.0
-EijLRKj2n4,30.0
-F04zBMt2Qs,30.0
-FE2MIPCYw0,70.0
-FRgd4mpKSE,0.0
-G3LihQzscU,30.0
-GH_4gMST0U,14.0
-GNHjtoLv-s,6.0
-GTJNoTd14k,30.0
-GUQLRCLvrM,30.0
-Gh1h0Xr7jA,0.0
-Ghac-V-j6g,30.0
-H2caDzYXoI,20.0
-HrwZ4HFygU,30.0
-HvD45INzdY,30.0
-I5SMf6qIjE,30.0
-IIc3YXiDm0,2.0
-IJBFesG7uc,30.0
-IUHGlVujLQ,30.0
-Ib1wZDF3_o,30.0
-IpvhoiBiDk,30.0
-IsCA5lBN74,30.0
-J-9BM9QkW8,30.0
-J68o1PIdas,30.0
-JnAExBqhrQ,30.0
-L6KJVDD1WA,30.0
-LPcsT2ZNNs,30.0
-LPe0ECGSmw,30.0
-LTu7nioQm0,30.0
-N2WV4Wptps,20.0
-Nxqb7etYXo,30.0
-O61O9ZmD-k,30.0
-O78WcCQVVE,8.0
-OBPWFBhues,30.0
-OVR2MCe1M4,30.0
-OjI1cUqZ98,30.0
-P3KX6zyMFM,10.0
-P8F17r_ito,70.0
-PUluLskAFk,30.0
-PuWinl2B1s,30.0
-R52hYJYFEE,5.0
-SHUinKBDzg,30.0
-SM42LebzC4,0.0
-ShTI4D5Xu4,30.0
-SmWGSPoglg,0.0
-StCx0GPObw,30.0
-TEKSdMf3kg,30.0
-TH-tyt2JSs,11.0
-TUuisFBvaQ,4.0
-TX7biiJUeg,30.0
-TmowT_bIOI,30.0
-Tpp76-Ub9c,30.0
-U0Ng_Yu8zU,8.0
-UiCsJciqfo,30.0
-UiUesUM1C4,30.0
-UjnbIuJNuI,30.0
-VQ5k3dUGss,30.0
-VSSk0twldE,30.0
-VcGPFsDArY,30.0
-VlBgtCFhXA,16.0
-VpGfabq0Ec,9.0
-VrRLDRs51s,30.0
-WunW7R7EUo,30.0
-XO_VLi55tY,2.0
-XbFzMfo6zM,30.0
-Xt9zwPLpYY,30.0
-Y2w6xoKR2A,30.0
-Y3AFw4wMYY,17.0
-Y9GPgFOukM,30.0
-YYSm58Lvqw,30.0
-Y_9s4Ddz14,0.0
-ZFHP7AsitA,30.0
-ZN9XG2nfx4,30.0
-__xVVxDL8c,30.0
-_d61_Mo5_c,20.0
-_vkLql1SRo,30.0
-aMc0qSRbNE,30.0
-aOJHFPbV3s,30.0
-aSlFhzz-cA,28.0
-alguUCBkXc,30.0
-bG5KxCcrQE,25.0
-bHrKueMga4,0.0
-bKPexLGv9o,30.0
-bKaLPl3Uos,30.0
-bLuB5eSKww,30.0
-bTPaKlSsK4,30.0
-bgQF1NvhXk,30.0
-bgRXF8G8WY,16.0
-cZsI-nkGyc,40.0
-cep2Ina-h4,30.0
-clj6H1mNWk,30.0
-cmO5awKahk,30.0
-cxLy6ge0DE,30.0
-drfbfmuj70,30.0
-eKGEOsHjig,30.0
-eXY0M0Qy0w,30.0
-et_LEAdxoc,30.0
-exNedoHd3U,30.0
-f0Q5ebe_Vc,5.0
-f8zAUL0v-g,0.0
-fUeZSuYfN8,23.0
-fUsuo90K0g,30.0
-ftxbusleO8,30.0
