curie,label,retrieved_at
GO_REF:0000002,,2025-10-19T08:07:16.014200
GO_REF:0000003,,2025-10-19T08:07:16.014312
GO_REF:0000004,,2025-10-19T08:07:16.014398
GO_REF:0000023,,2025-10-19T08:07:16.014472
GO_REF:0000020,,2025-10-19T08:07:16.014541
GO_REF:0000041,,2025-10-19T08:07:16.014613
GO_REF:0000104,,2025-10-19T08:07:16.014686
GO_REF:0000116,,2025-10-19T08:07:16.014759
GO_REF:0000107,,2025-10-19T08:07:16.014827
GO_REF:0000033,,2025-10-19T08:07:16.014898
GO_REF:0000018,,2025-10-19T08:07:16.014968
GO_REF:0000115,,2025-10-19T08:07:16.015036
GO_REF:0000015,,2025-10-19T08:07:16.015103
GO_REF:0000096,,2025-10-19T08:07:16.015167
GO_REF:0000031,,2025-10-19T08:07:16.015237
GO_REF:0000047,,2025-10-19T08:07:16.015306
GO_REF:0000100,,2025-10-19T08:07:16.015376
GO_REF:0000024,,2025-10-19T08:07:16.015443
GO_REF:0000112,,2025-10-19T08:07:16.015508
