,SMILES,Real_MW,Predicted_MW,Real_BCF,Predicted_BCF,Real_BioDeg,Predicted_BioDeg,Real_LD50,Predicted_LD50,Real_LogD,Predicted_LogD,Real_LogHL,Predicted_LogHL,Real_LogWS,Predicted_LogWS,Real_SCScore,Predicted_SCScore,Real_pKa,Predicted_pKa
0,O=S(=O)([O-])C3=CC=C(/N=N/C2=CC=C(NC1=CC=CC=C1)C=C2)C=C3,353.08,353.08,1.33,1.33,0.63,0.69,5743.0,6242.0,2.5,2.9,-7.26,-7.27,-3.79,-3.7999999999999994,4.76,4.8,4.12,4.53
1,CCCCCCCCCCCCCCCCCCC(=O)[O-],298.29,280.26666666666665,2.71,2.2133333333333334,1.33,1.22,5992.0,5253.666666666667,7.73,6.833333333333333,-7.42,-7.616666666666667,-6.19,-6.32,4.99,4.786666666666667,5.19,5.32
2,O=S(=O)([O-])CCC[Si](O)(O)O,202.0,183.7166666666667,0.47,0.6,0.57,0.55,3408.0,1554.6666666666667,-4.76,-1.5066666666666666,-10.17,-10.446666666666667,0.4,0.62,4.44,4.08,0.83,2.5933333333333333
3,CCN(CCCS(=O)(=O)[O-])C1=CC=CC(C)=C1,257.11,273.1,0.96,0.93,0.69,0.53,2601.0,2539.0,-1.74,-0.44,-8.1,-8.46,-0.98,-1.64,2.98,3.43,1.45,3.6199999999999997
4,C=CC1=CC=C(S(=O)(=O)[O-])C=C1,184.02,186.04,0.8,0.8000000000000002,0.69,0.69,2697.0,2803.0,-3.37,-2.5,-7.87,-7.87,0.05,0.07,5.0,4.66,1.21,1.89
5,CC1=CC=C([O-])C2=NC=CC=C12,159.07,143.73666666666665,0.81,0.7233333333333333,0.47,0.47,969.0,937.6666666666666,2.1,1.1766666666666667,-6.81,-7.6433333333333335,-2.84,-2.7100000000000004,3.89,4.7366666666666655,10.38,10.09
6,O=C([O-])CCNCCC(=O)O,161.07,147.05,0.49,0.59,0.63,0.55,5849.0,4318.0,-5.66,-8.34,-9.01,-8.933333333333334,-1.04,-0.16,4.54,4.713333333333334,2.2,0.86
7,CCOP([O-])(=S)OCC,170.02,151.68333333333334,0.2,1.4633333333333332,0.56,0.5333333333333333,26.0,59.666666666666664,0.74,0.5333333333333333,-6.76,-7.859999999999999,-0.91,-1.8200000000000003,4.7,4.993333333333333,6.91,7.776666666666666
8,CC(C1=CC=CC=C1)C3=CC(C(=O)[O-])=C(O)C(C(C)C2=CC=CC=C2)=C3,346.16,374.80333333333334,1.59,1.2466666666666668,1.29,1.1833333333333333,1124.0,2628.3333333333335,2.77,2.2366666666666664,-9.09,-9.04,-6.11,-5.010000000000001,3.46,3.6166666666666667,4.15,3.8366666666666664
9,COP(=O)([O-])C(C)=O,138.01,133.34666666666666,0.73,0.5666666666666668,0.62,0.66,5856.0,1503.6666666666667,-2.73,-2.25,-8.15,-8.1,0.34,0.3566666666666667,4.68,4.933333333333334,2.64,4.28
10,C=C(COC(CCCC)C(F)(F)S(=O)(=O)[O-])C(=O)O,302.06,279.34666666666664,0.59,0.7400000000000001,0.67,0.6533333333333333,3728.0,5176.0,-1.85,-3.11,-9.34,-8.926666666666668,-1.78,-0.6833333333333332,3.03,3.2966666666666664,0.47,0.5733333333333334
11,C=C(C)C(=O)OC1=CC=C(C(=O)OC(C(F)(F)F)C(F)(F)S(=O)(=O)[O-])C=C1,418.01,468.03,0.63,0.81,0.67,0.67,6065.0,4389.0,0.4,3.97,-10.69,-10.63,-1.88,-2.52,2.84,2.58,3.65,3.81
12,[O-]C1=CC=CC2=CC=CC=C12,146.07,147.07,0.75,0.69,0.62,0.47,1416.0,1061.0,1.77,1.78,-6.74,-8.31,-1.72,-2.94,4.62,4.97,10.58,10.09
13,COC1=CC=CC=C1N/N=C3\C=C(S(=O)(=O)[O-])C2=CC=CC=C2C3=O,358.06,336.0566666666667,0.98,0.8799999999999999,0.63,0.53,5432.0,4973.333333333333,1.8,3.0500000000000003,-10.96,-10.686666666666667,-2.32,-1.1266666666666667,3.38,3.3699999999999997,4.37,6.94
14,O=C(O)C1=CC=CC=C1[O-],138.03,138.03,0.62,0.62,0.61,0.61,997.0,983.6666666666666,0.29,0.2833333333333334,-7.06,-7.053333333333334,-0.97,-0.7699999999999999,4.81,5.266666666666667,3.53,3.6299999999999994
15,C=CCS(=O)(=O)[O-],122.0,122.0,0.73,0.7399999999999999,0.66,0.73,1067.0,2463.0,-4.17,-4.86,-7.9,-7.89,0.59,0.58,5.0,5.0,1.82,1.4400000000000002
16,CC(=O)[N-]S(=O)(=O)C1=CC=C(N)C=C1,214.04,246.7166666666667,0.35,0.47,0.55,0.53,2420.0,2452.0,-1.19,-1.15,-10.41,-10.12,-1.42,-3.48,3.99,4.66,5.64,7.05
17,O=S(=O)([O-])C(F)(F)CC1CC3CC1C4C2CCC(C2)C34,306.11,306.11,0.6,0.6266666666666666,2.02,2.15,2277.0,5120.0,-1.47,-1.0,-8.25,-8.21,-0.86,-0.8766666666666666,2.78,2.1566666666666667,1.1,1.2666666666666666
18,O=S(=O)([O-])C1=CC=C(C(F)(F)F)C(C(F)(F)F)=C1,293.98,293.98,0.8,0.8000000000000002,0.7,0.6999999999999998,722.0,722.0,-1.84,-1.8999999999999997,-9.52,-4.46,-0.47,-0.21,4.79,4.68,0.25,0.19000000000000003
19,COC1=CC=C(S(=O)(=O)[O-])C=C1,188.01,189.37333333333333,0.75,0.8000000000000002,0.58,0.79,2585.0,3091.6666666666665,-2.0,-2.8266666666666667,-9.29,-7.86,-0.47,-0.24,5.0,4.956666666666667,2.82,1.72
20,O=C([O-])C(F)=C(F)F,125.99,140.01,0.73,0.73,0.65,0.67,384.0,623.0,-3.2,-1.28,-6.16,-7.010000000000001,1.06,0.9833333333333334,5.0,5.0,1.02,2.44
21,CCCCOC(CC)(CC)C(=O)CC(=O)[O-],230.15,216.14,0.46,0.41,0.71,0.71,3371.0,3339.0,0.98,0.49,-8.95,-8.59,-1.51,-1.4400000000000002,3.7,3.7099999999999995,3.47,3.6
22,O=C([O-])C12CC1C2,98.04,89.04666666666667,0.57,0.6266666666666666,0.75,0.6166666666666667,2076.0,1603.0,-1.11,-3.3966666666666665,-6.07,-8.513333333333334,0.87,0.5533333333333333,4.69,4.966666666666668,3.94,3.3800000000000003
23,CC(=O)CC(=O)[O-],102.03,111.38333333333334,0.62,0.6266666666666666,0.63,0.6366666666666667,2623.0,2475.0,-2.37,-1.1666666666666667,-7.38,-7.443333333333334,0.99,0.59,5.0,4.943333333333333,3.67,8.543333333333331
24,O=C([O-])C(Cl)(Cl)Cl,161.9,129.28,0.23,0.6466666666666667,0.73,0.83,2545.0,2349.6666666666665,-3.03,-2.07,-7.87,-8.253333333333332,-0.38,-0.16666666666666666,5.0,5.0,1.14,2.27
25,O=C([O-])CC1=CC=C(F)C=C1,154.04,153.37,0.64,0.66,0.55,0.61,740.0,226.66666666666666,-0.15,-3.3166666666666664,-7.79,-7.68,-1.98,-0.7633333333333333,4.96,4.98,3.8,1.04
26,CCO[Si](CCCNC(=O)[O-])(OCC)OCC,265.13,250.78333333333333,0.77,0.8166666666666665,0.63,0.57,2140.0,3715.3333333333335,-0.9,-0.4833333333333332,-8.75,-8.263333333333334,-1.31,-0.9566666666666667,3.75,4.126666666666666,3.16,3.9
27,O=C1CC[C@@H](C(=O)[O-])N1,129.04,129.04,0.62,0.62,0.55,0.55,2229.0,2229.0,-3.86,-3.86,-8.04,-8.04,-0.63,-0.63,4.77,4.54,3.73,3.73
28,CCN(CC)C2=CC=C(N=NC1=CC=C(S(=O)(=O)[O-])C=C1)C=C2,333.11,347.41333333333336,0.98,0.9133333333333334,0.69,0.69,2463.0,5659.666666666667,0.13,2.9466666666666668,-6.6,-7.103333333333333,-3.43,-3.5900000000000003,4.83,4.546666666666667,2.93,4.39
29,[O-]C2=CC=C1C=CC=CC1=N2,145.05,147.07,0.83,0.79,0.73,0.48333333333333334,963.0,667.6666666666666,-1.05,-0.75,-6.85,-6.736666666666667,-2.19,-2.44,4.02,4.97,2.62,5.003333333333334
30,CC2=CC=C(S(=O)(=O)OC1=CC=C(S(=O)(=O)[O-])C=C1)C=C2,328.01,358.02,0.62,0.62,0.64,0.69,6365.0,5519.0,2.15,2.37,-8.35,-9.17,-1.86,-1.67,4.95,4.19,6.07,7.06
31,O=C(OCC(F)(F)S(=O)(=O)[O-])C23CC1CC(CC(C1)C2)C3,324.08,324.08,0.81,0.81,2.2,2.2,3.9,4.18,-0.22,-0.59,-9.15,-9.65,-1.81,-1.62,3.47,3.42,2.25,0.73
32,O=S(=O)([O-])C4(C1CCCCC1)C=C(C2CCCCC2)C=C(C3CCCCC3)C4,406.25,404.24,1.36,1.3,2.47,2.49,2037.0,2204.0,1.91,3.64,-8.85,-6.580000000000001,-5.33,-6.09,3.33,3.3699999999999997,1.05,2.76
33,O=S(=O)([O-])C1=C(C(F)(F)F)C(C(F)(F)F)=C(C(F)(F)F)C(C(F)(F)F)=C1C(F)(F)F,497.94,439.97,1.47,1.6566666666666665,0.76,0.79,256.0,462.6666666666667,1.33,5.2700000000000005,-10.18,-10.563333333333334,-2.83,-4.056666666666667,4.73,4.963333333333334,0.37,4.75
34,O=S(=O)([O-])C1=CC=CC(F)=C1,175.99,175.9433333333333,0.73,0.73,0.58,0.6999999999999998,5926.0,3880.0,-4.0,-3.7099999999999995,-7.36,-7.866666666666667,0.1,0.38666666666666666,5.0,5.0,0.27,0.4466666666666666
35,O=C([O-])CO,76.02,74.04333333333334,0.63,0.6166666666666667,0.67,0.65,2693.0,2299.0,-2.51,-1.5466666666666669,-8.27,-6.536666666666666,0.48,0.6866666666666666,5.0,5.0,4.12,2.766666666666667
36,[O-]C(F)(C(F)(F)F)C(F)(F)F,185.99,228.63666666666668,0.31,0.7033333333333333,0.88,0.6233333333333334,1273.0,1158.3333333333333,1.82,2.013333333333333,-3.54,-4.266666666666667,-1.95,-1.5266666666666666,4.87,4.513333333333333,7.25,7.326666666666667
37,O=S(=O)([O-])C1(Cl)C=CC(Cl)=C(Cl)C1,261.9,227.93999999999997,0.73,0.7399999999999999,1.04,0.6999999999999998,1760.0,1823.0,-2.7,-2.53,-8.98,-9.26,-0.65,-0.43,3.89,3.82,1.0,1.4400000000000002
38,C=C(C)C(=O)OCCCC(=O)OC(C(F)(F)F)C(F)(F)S(=O)(=O)[O-],384.03,356.0,0.63,0.63,0.67,0.67,5589.0,8757.0,-0.23,-1.41,-10.68,-10.62,-2.3,-1.22,3.03,3.01,2.68,1.68
39,O=C2C=CC1=CC=CC=C1/C2=N\NC3=CC=C(S(=O)(=O)[O-])C=C3,328.05,328.05,0.98,0.98,0.53,0.53,6594.0,6594.0,2.91,2.91,-8.96,-8.96,-1.82,-1.82,4.27,3.59,5.34,5.34
40,CN(C)C1=CC=CC2=C(S(=O)(=O)[O-])C=CC=C12,251.06,250.07000000000002,0.8,0.7399999999999999,0.92,0.67,2728.0,3059.0,-1.82,-0.25,-9.09,-6.14,-1.27,-0.5,4.87,4.49,0.61,1.54
41,CC(C)(C)OC(=O)COC13CC2CC(C1)CC(C(=O)OCCC(F)(F)C(F)(F)S(=O)(=O)[O-])(C2)C3,518.16,526.0766666666667,0.93,0.9533333333333333,1.59,1.58,4556.0,2866.0,1.54,1.19,-9.85,-7.1433333333333335,-2.81,-2.14,2.82,2.54,2.42,2.12
42,O=S(=O)([O-])C2=CC=C(OS(=O)(=O)C1=CC=CC=C1)C3=CC=CC=C23,364.01,364.01,0.72,0.7200000000000001,1.04,0.85,5768.0,4116.0,2.55,2.68,-9.07,-6.11,-1.71,-1.72,4.36,4.58,5.36,5.34
43,CCCCCCCCCCCCC1=CC=CC(S(=O)(=O)[O-])=C1,326.19,326.19,1.4,1.3999999999999997,0.95,0.96,1757.0,1693.0,2.72,3.94,-6.6,-6.78,-4.49,-4.48,3.82,4.31,1.94,3.16
44,CCC1=CC=C(S(=O)[O-])C=C1,170.04,173.37333333333333,0.68,0.6566666666666667,0.53,0.69,2215.0,1129.6666666666667,-2.15,-2.8733333333333335,-7.66,-7.66,-1.97,-0.24,4.24,4.8500000000000005,2.21,1.53
45,O=C1CC(S(=O)(=O)[O-])C(=O)N1O,194.98,178.70666666666668,0.61,0.48333333333333334,0.65,0.61,3773.0,3915.3333333333335,-4.35,-2.84,-9.65,-9.066666666666666,0.18,0.35333333333333333,4.56,4.546666666666666,2.89,4.3
46,O=C(CC1CC2CCC1C2)OCC(F)(F)S(=O)(=O)[O-],298.07,284.05,0.97,0.96,0.66,0.63,2774.0,6804.0,-0.21,-0.51,-9.07,-8.98,-1.08,-1.02,3.06,3.49,2.23,1.97
47,CCC1=CC=CC=C1S(=O)[O-],170.04,164.02,0.68,0.66,0.53,0.69,1043.0,1203.0,-1.95,-2.7699999999999996,-7.66,-7.663333333333334,-1.97,-1.7433333333333334,4.49,4.3500000000000005,2.42,1.54
48,O=S(=O)([O-])C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,293.98,293.98,0.8,0.8000000000000002,0.7,0.6999999999999998,721.0,722.0,-2.92,-1.8999999999999997,-9.79,-4.4,-0.2,-0.5433333333333333,5.0,4.68,-0.83,-0.6766666666666666
49,CCCCCCCCCCCCNCCCC(=O)[O-],271.25,257.24,1.73,1.74,0.75,0.7399999999999999,3005.0,1654.3333333333333,4.18,2.146666666666667,-8.04,-8.573333333333332,-2.54,-2.28,4.05,3.3666666666666667,3.46,3.25
50,CCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCCC,610.38,666.45,1.05,1.14,0.69,0.92,5999.0,6872.0,4.31,6.150000000000001,-10.86,-10.87,-3.57,-3.4500000000000006,2.68,2.68,6.38,6.38
51,CCCC(=O)CC([O-])=S,146.04,150.04999999999998,0.49,0.5666666666666668,0.55,0.55,574.0,503.6666666666667,0.05,0.5533333333333333,-7.95,-7.86,0.18,0.6866666666666666,4.37,4.99,7.47,8.903333333333334
52,O=C([O-])CC(O)C(=O)O,134.02,132.04,0.69,0.51,0.55,0.61,5241.0,2602.0,-4.15,-2.6466666666666665,-8.2,-8.12,0.71,0.7433333333333333,4.44,4.81,2.61,3.3166666666666664
